-90	-90		-70		-68																																																																																																															north
-92	-88		-70		-68																																																																										-78																																					north
-94	-88		-70		-66														-86																																																											-68																																						north
-94	-88		-70		-66																																																																										-80																																					north
	-90		-72		-64																																																																																																															north
-94	-86		-70		-68										-92																																																																-76	-68																																				north
	-88		-70		-68																																																-74																																																															north
-90	-86	-94	-70		-66													-80																																																														-72																																				north
-94	-88	-96	-74		-66														-86					-86																																																																																												north
-88	-90		-70		-66																																																																																																															north
	-86		-74		-66																																																																																																															north
-90	-88		-70		-68																																																																																																															north
-90	-88		-70		-68																																																																									-68																																						north
-94	-86		-70		-66													-78																																																																																																		north
-92	-88		-70		-68																																																																									-76																																						north
-92			-72		-68														-86																																																												-78																																					north
-94	-88	-92	-70		-68																																																																									-68																																						north
-90	-86				-66														-86																																																												-80	-78																																				north
-92	-86		-74		-66																																																-74																																																															north
-96	-88				-68				-96						-92																																																																																																					north
-92	-86		-70		-68				-96																																												-76																																																															north
-90					-66													-80																																																																																																		north
-90			-72		-66																								-90																								-68																																																															north
-90	-90		-74																																																																												-78	-72																																				north
-96	-88		-70		-68																																																																																																															north
-94	-86		-70		-66																																																																										-82	-76	-76																																			north
-92	-90	-84	-74		-68																																																																																																															north
-94	-88		-70		-66														-86																																																												-76																																					north
	-90				-68																																																																																																															north
-94	-90	-94	-72		-68				-96																																																																						-78																																					north
-96	-88		-70		-68																																																																																																															north
	-86	-94	-70		-66																																																																																																															north
-90	-90		-74		-68													-80																																																																																																		north
-90	-90		-70		-68				-94																																																																								-76																																			north
-92	-90		-70		-68																																																																																																															north
-90	-90		-74		-68																																																																																																															north
-94	-90		-70		-66													-80																																			-74																																																															north
-90	-88		-70		-68																								-88																																																		-80																																					north
-90	-88		-74		-66																																																																																																															north
	-86		-70		-68																								-96																																																		-78																																					north
-90	-86		-72		-68				-92																																																																																																											north
-92	-84	-92	-70		-68												-90																																																														-76		-76																																			north
-90	-88		-70		-68																																																																																																															north
-90	-90		-72		-68																																																																																																															north
-90	-82		-70		-72																																																																																																															north
-92	-88		-74		-68																																																																																																															north
-90	-86		-70		-66													-78																																																																																																		north
-90	-92				-66																																																																										-78																																					north
-88			-76		-68																																																																									-68																																						north
-88			-72		-68																																																																												-76																																			north
-92	-94		-70		-66				-92																																																																																																											north
-92			-72		-68																																																																												-84																																			north
-90	-92		-72		-68													-78																																																																																																		north
-88	-94		-72		-66																																																																											-70	-84																																			north
-90	-92		-70		-68														-86																																		-68																																																															north
-90	-94		-72		-68												-90							-88																																																							-78	-78																																				north
-92			-70		-66																																																-74																																																															north
-94			-74		-66																																																																									-68	-72																																					north
-94			-70		-68																																																																																																															north
-94			-74		-68																																																																																																															north
-88			-72		-66																																																																																																															north
-94			-70		-68													-80																																																																																																		north
-94	-92		-74		-66																																																																																																															north
	-94		-70		-68																																																																										-78																																					north
-92	-90		-74		-66																																																																																																															north
-90	-90		-70		-66																																																																									-68		-74																																				north
