-92	-80	-90	-74		-66	-94			-94							-90											-88																																																																																									center
-88	-84		-74	-28		-96		-84	-88								-92				-92						-88																																																																																									center
-88	-82		-80		-60	-94		-84	-94										-80								-90																																																																																									center
-92	-86			-26	-60	-96		-84	-88			-90				-88	-90	-78									-90																																																																																									center
-88	-84	-92	-74		-60	-96		-84	-90			-92				-96											-90																																																																																									center
-92	-82		-80	-26	-60	-96			-90			-96				-96		-84					-92				-90																																																																																									center
-88	-84	-90	-82			-96			-88						-92	-96											-90																																																																																									center
-92			-82	-24	-68	-96			-90			-90						-80									-90																																																																																									center
-92	-86	-90	-82	-24	-68	-96		-84	-94			-92			-88	-90			-80								-88																																																																																									center
-92	-78		-82	-26	-60	-96		-84	-94			-92					-88										-96																																																																																									center
-88	-82	-96	-74			-96		-92	-94			-96															-96																																																																																									center
-92	-80			-24	-58	-96		-84	-90			-90				-90											-90																																																																																									center
-94	-80			-28		-96			-88			-90												-92			-90																																																																																									center
	-82		-76	-26		-96		-84	-94				-94					-80									-90																																																																																									center
-92	-82	-90	-82	-24	-66	-96		-90	-90							-90			-76								-96																																																																																									center
-88	-82	-90	-82	-26	-66			-84	-94			-90						-82																																																																																																		center
-88	-78	-96	-74		-60	-96						-90							-84			-96					-96																																																																																									center
-92	-82		-82	-24	-58	-96		-84	-90						-90						-92						-96																																																																																									center
-92	-82			-24		-96							-96	-88		-90								-92																																																																																												center
	-78	-92	-84	-24	-58	-96		-88	-90																																																																																																											center
-92	-84	-96	-76	-28	-60	-96			-90														-92																																																																																													center
-92	-82		-76	-24	-68	-96		-84	-94			-90	-96					-82				-96																																																																																														center
-90	-78		-84		-66	-96		-90	-94			-90																																																																																																								center
-90	-86		-74	-26	-66	-96		-82				-90																																																																																																								center
-88	-78	-90	-74		-58	-94		-92	-94			-94		-92			-88		-80																																																																																																	center
-90	-80		-74		-60	-94		-82	-92				-94																																																																																																							center
-92	-80			-24	-60	-94		-88	-92			-90	-96								-92		-92																																																																																													center
-90	-78		-74	-24	-64	-96		-84	-88							-94		-78																																																																																																		center
-88	-80				-62	-96			-88							-94	-86																																																																																																			center
-90	-86			-26		-96		-84	-94			-88				-96																																																																																																				center
-88	-82		-74	-26	-58				-92																																																																																																											center
-88	-82		-82	-28		-96		-84	-92			-96							-84																																																																																																	center
-88	-84	-90	-72	-24	-58	-96		-84	-90							-94																																																																																																				center
-90	-78		-74	-28	-58				-92			-90	-92		-86	-92			-76																																																																																																	center
-92	-86	-92	-82	-24		-96		-82	-88			-90	-96					-82																																																																																																		center
-88	-84	-96	-72	-24	-68	-96		-82	-92				-94			-90																																																																																																				center
-90	-78		-86		-66	-96		-84	-88			-86				-96												-96																																																																																								center
-88	-84		-76		-60	-96		-90	-96			-90	-96			-96																																																																																																				center
-88	-82		-86			-96		-90	-92							-96																																																																																																				center
-90	-84		-78	-26	-60				-90			-88			-86	-90																																																																																																				center
-94	-88		-74	-24				-84	-90			-88				-94																																																																																																				center
-94	-84	-92	-84	-28	-64	-96		-84	-92																																																																																																											center
-92	-82	-96	-82	-26					-94			-96				-90																																																																																																				center
-94	-86			-28	-60	-96			-92			-96	-96			-94					-94							-94																																																																																								center
-94	-84		-72		-60												-94																																																																																																			center
-94	-86	-92	-80	-24		-96		-82	-90			-88																																																																																																								center
-90	-86		-72	-28	-58	-96		-84								-90		-84										-96																																																																																								center
-92	-86	-94	-80	-26		-96		-82	-92							-94			-80																																																																																																	center
-92	-88		-74		-64	-96		-88	-94			-88				-94																																																																																																				center
-94	-84		-82	-26		-96			-90														-92																																																																																													center
-92	-86			-24	-58	-96		-84	-94			-88																-96																																																																																								center
-90	-82	-92	-78	-28	-58	-96			-96			-96				-96					-96			-92																																																																																												center
-92	-86		-74	-24	-64	-96			-94							-96		-82										-96																																																																																								center
-92	-88		-72			-96			-90			-86					-90																																																																																																			center
-92	-84	-92	-86		-58	-96		-84	-90			-88			-88	-92																																																																																																				center
-96	-80		-74	-26		-96			-94							-90												-96																																																																																								center
-92	-88	-92	-74		-60	-96		-84	-90							-94												-96																																																																																								center
-92	-84		-78	-26	-64			-84	-92					-88		-96			-80					-94				-96																																																																																								center
-90	-84		-74	-24	-64			-84	-96			-96			-88	-94																																																																																																				center
-92	-84	-92	-72	-28		-96		-84	-96			-94					-96							-92				-96																																																																																								center
-92	-88	-92	-78		-60	-96		-90				-88									-96																																																																																															center
	-82		-72	-28		-96		-84								-96					-94																																																																																															center
-92	-80			-26	-58	-96			-94							-94					-96																																																																																															center
	-80		-80		-66	-96		-82	-92			-88																-96																																																																																								center
-92	-88		-72	-26					-92			-88									-96																																																																																															center
-94	-88	-92	-72	-24	-60	-96		-90	-92			-88				-90																																																																																																				center
-92	-82		-72	-26	-58	-96		-84	-96							-96			-80																																																																																																	center
-90	-84	-92	-72		-60			-94	-96			-88				-96		-86																																																																																																		center
-94	-82	-92	-74	-26					-92			-88		-88																																																																																																						center
-92	-88		-78		-66	-96		-84	-94			-88																-96																																																																																								center
-92	-86	-92	-72	-24		-96		-92	-90						-90	-96												-96																																																																																								center
	-84		-72	-28	-58				-96							-94	-90																																																																																																			center
-92	-84	-96		-26	-58			-88	-94							-88																																																																																																				center
-94	-82	-96	-74	-24	-58			-82	-94									-84																																																																																																		center
-94	-86		-74	-26	-66									-92					-86					-94																																																																																												center
-92	-80	-90	-76	-26					-92			-88																																																																																																								center
-94	-82		-74	-28	-60			-84	-92			-88																	-96																																																																																							center
-96	-84		-74	-26					-92			-90																																																																																																								center
-92	-86		-78	-28	-58				-94				-96	-90																																																																																																						center
-94	-86		-74		-58				-90			-90				-90					-92		-92																																																																																													center
-94	-88		-78	-26	-66	-96			-94					-94	-90	-90								-96				-96																																																																																								center
-94	-82		-78		-66	-96		-94				-88				-94																																																																																																				center
-90	-82	-94	-74	-28	-58			-86	-90			-88							-80																																																																																																	center
-94	-90		-78		-60				-90																																																																																																											center
-90	-82	-92	-78	-28								-88					-90										-90																																																																																									center
-94	-84		-74		-66				-90							-90											-90																																																																																									center
	-84		-74	-24				-82								-90											-90																																																																																									center
-96	-80		-80	-26	-60			-84	-92			-88			-88	-88					-92						-90																																																																																									center
-96	-80	-94	-74		-60											-96																																																																																																				center
	-86		-80	-24				-92	-94			-88			-94	-94		-90																																																																																																		center
