1	2	3	4	5	location
-88	-88	-80	-60		center
-92		-76			center
-90	-86	-76	-70		center
-92	-86	-74		-90	center
-90	-80	-76	-60	-90	center
-86		-80	-60		center
-90	-84	-76	-60	-90	center
-88	-86	-76	-58	-90	center
	-78	-78	-70	-90	center
-88	-86	-76	-70		center
	-88	-76		-90	center
-92	-78	-80	-60	-90	center
-90	-78	-76	-60		center
-90	-84	-76	-60	-90	center
-88	-78	-76		-90	center
-92	-88		-70	-90	center
-92	-86		-60	-88	center
-90	-78	-76	-60		center
-88	-78	-74		-90	center
-90	-86	-76	-60		center
-88	-86	-80	-60	-90	center
-90	-86	-80	-70	-88	center
-88	-86	-76	-70	-90	center
-88	-78	-74	-60	-90	center
-90	-84	-76		-90	center
-90	-84	-76	-60		center
-90	-78	-82		-90	center
-88	-86	-76	-70	-90	center
-92		-76		-90	center
-90	-88	-82	-60		center
-88	-84	-74	-58	-90	center
-88	-88		-58	-92	center
-88	-78	-82		-90	center
-88	-88	-80		-90	center
-86	-86	-74	-70	-92	center
	-88	-80			center
-88	-78	-74	-60	-90	center
-88	-88	-76		-90	center
-90	-86	-76	-60	-90	center
-88	-78	-76	-70	-90	center
	-88	-76	-70	-90	center
-90	-84	-76	-60	-90	center
-92	-88	-74	-60	-90	center
-88	-86	-76	-60	-90	center
-90	-88	-76	-60	-96	center
-90	-88	-74	-70	-90	center
		-80	-70		center
	-88			-90	center
-90	-84	-74	-60		center
-90	-78	-74	-58	-96	center
	-78	-80	-60	-90	center
-90	-78	-74		-90	center
-88	-88	-80	-70	-90	center
-90	-88	-74	-70	-90	center
-88	-84	-80	-60	-90	center
-88	-78		-60	-90	center
-92	-84	-74	-60	-90	center
-90	-78	-80	-60		center
-90	-88	-74		-96	center
-88	-84	-80	-70	-90	center
-88	-86	-74	-70	-90	center
	-78	-76	-60	-90	center
-88	-88	-80	-60		center
-90	-78	-74	-60		center
-90	-86	-80	-60	-90	center
-92	-86	-76	-68	-90	center
-90	-88	-80	-70		center
	-84	-80			center
-90	-84	-76	-60		center
	-86	-80		-90	center
-92	-88	-76			center
-88	-82	-76	-60	-90	center
-88	-78		-70	-90	center
-88	-88	-76	-70	-90	center
-92	-84	-82	-60	-90	center
-88	-86	-74	-60	-90	center
-88		-76	-60	-90	center
-86	-86	-76	-68	-90	center
-88	-78	-80	-70		center
-88	-84	-76			center
-88	-80	-80	-60		center
-88		-80	-60	-90	center
-90	-86		-60		center
-88	-84	-80	-70	-88	center
-90	-80	-76	-70		center
-88	-88	-74	-60	-90	center
-90	-88	-82	-60	-90	center
	-86	-76	-58	-90	center
-90	-86	-74	-60	-90	center
-88	-86	-82			center
-88	-84	-74	-68		center
-90	-88	-82	-60	-90	center
-88	-78	-76	-60		center
-90	-84	-76	-60	-92	center
-90	-80	-76	-60	-96	center
	-88			-90	center
-88	-78	-76	-70	-90	center
-88	-80	-76	-70	-90	center
-96	-78	-76		-90	center
-90	-86	-74	-60		center
-88	-88	-80	-60	-90	center
-88	-86	-74	-58	-96	center
	-78	-76			center
-90	-78	-82	-70	-90	center
-88	-84	-74		-90	center
-90	-86	-76	-60		center
-88	-88				center
-90	-84	-76	-60	-90	center
-90	-78	-82	-60	-90	center
-88		-80	-70	-96	center
-92	-86	-74	-70	-90	center
-90	-88		-60		center
-90	-86		-60		center
	-84	-74	-60	-90	center
		-80	-60	-90	center
-90	-84	-80	-70	-90	center
-88	-88	-74	-70	-90	center
-88	-84	-74	-60	-90	center
	-84	-74		-90	center
-90	-88	-80		-90	center
-88	-88	-76	-60		center
-88	-88	-74		-90	center
	-88	-76	-70	-88	center
	-84	-74	-70		center
	-84	-80	-60	-90	center
-88	-80	-76	-60	-90	center
-90	-88	-80	-60		center
-88	-88	-76	-70		center
-92		-76			center
-92	-84	-76	-60		center
-90	-80	-74	-60	-90	center
-90	-88	-76	-58		center
-88	-88	-76	-60	-90	center
-88	-84	-74	-70	-90	center
-88	-80	-74		-90	center
-90	-86	-76	-60	-90	center
-90	-88		-60		center
	-84	-74			center
-88	-84	-74	-60	-90	center
-88	-88	-74	-60		center
-88	-84		-70	-90	center
-90	-88	-76	-70		center
-88	-80	-74	-60	-90	center
-90	-80	-74	-60	-90	center
-88	-88	-80	-60	-90	center
-90	-88		-60	-90	center
-88	-88	-80	-70	-90	center
-92	-88		-60		center
-92	-78	-76	-60	-90	center
-90	-88	-74	-60		center
-90	-78	-76		-90	center
-90	-88	-76	-70	-96	center
-88	-78	-74		-90	center
-88	-80	-82	-60		center
-90		-76	-60		center
-88	-88	-80	-60	-90	center
-88	-88	-82		-90	center
-86	-84	-74	-70	-90	center
-88	-84	-74		-90	center
-90	-88	-74	-60	-90	center
-88	-88	-76		-90	center
-90	-88	-74	-60		center
-90	-84	-76		-90	center
-90	-84		-70		center
-88	-84	-74		-96	center
-90	-78		-60	-90	center
-90	-88				center
-86	-88	-76	-58		center
-88	-88	-82	-58	-90	center
-92	-84	-74	-70	-90	center
-90	-78	-76	-70		center
-86	-88	-74		-90	center
-88	-88	-80	-60	-90	center
-88	-88	-76	-60	-90	center
-88	-88	-74	-60		center
-88	-86	-80	-60		center
-90	-78	-74	-70	-90	center
-92	-88				center
-88	-88	-76		-90	center
-88	-88	-80	-60	-90	center
-90	-78	-76	-60	-90	center
-90	-84	-76		-90	center
	-84	-82	-60	-90	center
-88	-80		-58	-90	center
-92		-76		-90	center
-86	-84	-74	-70	-90	center
-90	-78	-74	-60	-90	center
-92	-80	-74	-60	-90	center
-88	-88		-60	-90	center
-88	-78	-80	-60	-90	center
-88	-88	-76	-60		center
-88	-78	-76	-70	-90	center
-88	-88	-80	-70	-90	center
-88	-84	-74		-96	center
-88	-84	-80	-60	-90	center
-92	-88	-76	-60	-90	center
-90	-84	-74	-58		center
	-78		-68	-90	center
-90	-88	-74	-70	-90	center
-88	-84	-80	-60	-90	center
-88		-76	-60		center
	-84	-76	-60		center
	-78	-78	-60		center
-88	-78	-76	-70	-90	center
-88	-84	-74	-70	-90	center
-88		-80		-90	center
-88	-78	-80	-60	-90	center
-92	-84	-74	-60		center
-88	-86	-82	-60	-90	center
-88	-80	-78	-58		center
-90	-86	-80	-68	-90	center
-86	-86			-90	center
-92	-84		-60	-90	center
	-86	-74			center
-92	-88	-78	-60	-90	center
-88	-88	-78	-70	-90	center
-88	-88	-80			center
-88	-88	-76	-60	-90	center
-92	-86	-78	-60		center
-90	-78	-76	-60	-90	center
-92	-84	-80	-60	-90	center
-88	-88		-70		center
	-82		-70		center
-88	-84	-78		-90	center
-88	-84	-76		-96	center
-92	-88	-76	-60		center
	-84	-80			center
-88	-78	-76	-60		center
-88	-84	-80		-90	center
-88	-78	-76			center
-90	-84	-82	-70	-90	center
-92	-88	-76			center
	-88	-74			center
-92	-84	-80	-60	-90	center
-88	-88	-76	-58	-90	center
	-88	-74	-58		center
-88	-88	-76		-96	center
-92	-88	-74	-68	-90	center
	-88		-68	-90	center
-88	-78	-76		-90	center
-92	-84	-78	-60	-88	center
-92	-88	-76		-90	center
-90	-82	-86	-58	-90	center
-92	-86	-82	-70		center
-88	-90	-78	-70	-88	center
-88	-88	-80	-74	-96	center
-92	-78	-76	-68	-94	center
-88	-78	-76	-62	-90	center
-88	-86	-76	-64	-90	center
-88	-84	-76	-72		center
-90	-84	-84	-74		center
-88	-86	-86	-64	-90	center
-90	-86	-78	-64	-90	center
-90	-86	-86	-64		center
-88	-84	-84	-62	-92	center
-88	-78	-76	-70		center
-88	-78	-88	-68	-92	center
-88	-86	-84	-62		center
-88	-84	-78	-64	-90	center
-86	-86		-62	-92	center
-88	-84	-76		-96	center
-94	-80	-88			center
-92	-84	-72	-74	-90	center
-92	-82	-76	-74		center
	-84		-62	-90	center
-92	-82	-72	-62	-96	center
-92	-82	-78	-58	-94	center
-92	-82	-74		-94	center
-94	-84	-74	-74	-94	center
-90	-82	-80	-74	-90	center
	-84	-74	-62	-90	center
-90	-84	-74		-94	center
-90	-84	-76	-60	-90	center
	-84	-92	-74	-90	center
-88	-82	-88	-70	-96	center
-92	-84	-82	-62	-90	center
-90	-82	-92	-62	-96	center
-88	-88	-94	-64	-96	center
-90	-84	-84	-70	-90	center
-90	-86	-74	-70	-88	center
-90	-88	-74			center
-90	-88	-74	-62	-92	center
-92	-80	-78		-94	center
-92	-82	-82	-62	-90	center
-90	-90	-80	-60	-96	center
-92	-88	-74	-72		center
-88	-86	-82	-72	-94	center
-90	-86	-74	-62	-96	center
-88	-86	-78		-96	center
-90	-86	-80	-60	-90	center
-92	-80	-74	-70	-90	center
-94	-84	-74	-70	-90	center
-88	-84	-78	-62	-96	center
-94	-84	-84		-88	center
-90	-86	-74	-60	-94	center
-90	-84	-84	-68	-94	center
-92	-84	-84	-70	-92	center
-90	-84	-78	-62	-96	center
-90	-82	-82	-62	-90	center
-92	-80	-78	-62	-90	center
-90	-84	-74	-60	-90	center
-88	-82	-78	-60	-92	center
-90	-80	-74	-70	-96	center
-90	-80	-78		-90	center
-90	-82		-62	-96	center
-90	-82	-74	-60		center
	-80	-74	-60	-94	center
-92	-82	-78			center
-94	-80	-84	-72		center
-90	-82	-74	-72	-96	center
-90	-80	-78	-62	-96	center
-90	-82	-78	-62		center
-90	-86	-78			center
-92	-86	-74	-60	-90	center
-90	-80	-78		-90	center
-90	-82	-74	-72	-94	center
-90	-86	-74	-72		center
-90	-84	-84		-96	center
-90	-82	-74		-96	center
-92	-86	-78	-62	-96	center
		-78	-62		center
-90	-84	-72	-60	-94	center
-90	-82	-74			center
-92	-84	-78	-70	-96	center
-90	-90	-74			center
-90	-80	-78			center
-88			-62		center
-90		-74		-96	center
-90	-82	-78	-60	-96	center
	-84		-70	-90	center
	-82	-84	-72	-90	center
-90	-82	-78	-62		center
-88	-84	-80	-62	-92	center
-90			-60		center
-90	-82	-78	-60	-96	center
-90	-82	-78	-70	-90	center
-90	-82	-74	-70	-96	center
	-84	-78	-62	-96	center
-90	-84	-78	-62	-90	center
-90	-84	-74	-60	-90	center
-92	-82	-74	-60	-88	center
-90	-80	-78	-68	-88	center
	-84	-88	-62	-96	center
	-84		-62	-90	center
-90	-82	-74	-60	-90	center
-90	-80		-60	-94	center
-90	-84	-76			center
-92	-80	-82	-70	-90	center
-90	-82	-82	-70		center
-90	-82	-74	-70	-88	center
-92	-80	-78	-62	-96	center
-90	-82	-82	-62	-90	center
-90	-82	-82	-60		center
-88	-86		-60	-90	center
-90	-84	-82			center
-88	-80		-68	-88	center
	-80	-82		-90	center
-90	-84	-78	-62		center
-94		-82	-62	-90	center
-90	-80	-74	-60	-96	center
-90			-70	-90	center
-94	-84	-74		-90	center
-90	-84	-80	-62	-90	center
-92	-82	-80		-90	center
-92	-82		-60	-90	center
-94	-86	-86	-60	-90	center
-94	-80	-78	-70		center
-90	-82	-84	-70		center
-94	-84	-74		-88	center
-90	-82	-76	-62	-96	center
-90	-84	-84		-96	center
-94	-86	-78	-60	-94	center
-92	-86	-78	-60	-90	center
-94	-82	-76		-96	center
-90	-84	-78	-70	-92	center
-90	-88	-78		-90	center
-94	-90	-74	-62		center
-92	-86	-78	-60		center
-90	-84	-84	-60	-96	center
		-74	-60		center
-94	-90	-82	-70	-94	center
-90	-86	-84		-90	center
-90	-84		-62	-94	center
					center
-90		-74	-60		center
-92	-88	-74	-60	-96	center
-92		-78			center
-88	-88	-74	-70	-90	center
-94	-90	-74		-94	center
-88	-88	-84	-62	-94	center
-92	-90	-76	-62		center
-92		-76	-60		center
-92	-80	-74	-60	-96	center
-90	-82	-78		-94	center
	-84	-82	-70	-88	center
-96	-82	-84	-62	-90	center
-90	-80	-76	-62	-90	center
-88	-82	-74		-96	center
-88		-74	-60	-90	center
-90	-86	-78			center
	-80	-82	-70	-90	center
-90	-84	-78			center
-88	-84	-84	-62	-90	center
	-86		-62		center
-88	-80	-76		-94	center
-88	-82		-60	-96	center
-90	-84	-78			center
-88	-84	-74		-94	center
-90	-80	-82	-68	-90	center
-90	-84	-74	-68	-94	center
-88	-84	-76	-68	-96	center
-90	-82	-82	-62	-96	center
-90	-80	-78		-90	center
	-82	-84	-60	-96	center
-94	-84	-74	-70	-96	center
-90	-84	-78	-70	-90	center
-94	-80	-86			center
-94	-82	-74		-96	center
-94	-82	-74	-62	-90	center
-90	-80	-86	-60	-90	center
-90	-84	-76	-60	-96	center
-90	-80	-86		-90	center
-94	-82		-68	-90	center
-90	-80	-76	-70	-96	center
-94	-84	-84		-90	center
-94	-80	-74	-62	-90	center
-90	-82	-80		-90	center
-90	-80	-82	-60	-94	center
-90	-80	-74	-60	-94	center
-88	-80	-80	-68	-90	center
-90	-82		-68	-94	center
-90	-80	-74	-62	-94	center
	-84	-78	-62	-96	center
	-86	-86	-60	-96	center
-90	-84	-78	-62	-96	center
-90	-82	-84		-94	center
-88	-80	-88	-70	-94	center
-88	-82	-74			center
-96	-80	-74	-62	-96	center
-90	-82	-74	-60	-90	center
-90	-84	-76	-60	-90	center
-90	-84	-88			center
-90	-84	-78	-70	-90	center
-90	-80	-74	-70	-96	center
-88	-84	-76		-90	center
-90	-82	-78	-62		center
-88	-82		-62	-96	center
-90	-82	-78	-60	-96	center
-90	-86	-74	-58	-96	center
-90	-80	-84	-68	-96	center
-90	-84	-78	-68	-94	center
-90	-86			-94	center
-88	-82	-78	-62	-94	center
-88	-82	-86	-62	-96	center
-90	-82	-76	-60	-90	center
-90	-84	-76	-60	-96	center
-96	-84	-84		-96	center
-90	-82	-82	-70	-96	center
-90		-74	-70	-96	center
-90	-84	-78	-62	-94	center
-96	-82	-78	-62	-90	center
-94	-84	-74	-60	-96	center
-88	-80	-80	-60	-94	center
-90	-80	-78	-68	-94	center
-90	-80	-80	-66	-92	center
-94	-80	-78	-62		center
-88	-82	-82	-64	-94	center
-90	-84	-70		-90	center
-90	-82	-78	-60	-88	center
-88	-84	-86	-62	-94	center
-88	-84	-76	-68		center
-90	-84	-74	-68	-94	center
-90	-84	-86	-62	-90	center
	-84	-74	-62	-90	center
-90	-84		-60	-94	center
-90	-80	-86	-70	-96	center
			-76	-90	center
	-84		-62	-90	center
-90	-84				center
	-86	-78	-60		center
-92	-84	-76	-62		center
-90	-84	-78	-70	-96	center
-90	-80	-74	-70	-90	center
-90	-80	-76	-62	-90	center
-94	-84	-84	-60		center
-90	-84	-76	-60	-90	center
-84	-84	-76			center
-84	-82		-74	-90	center
-84	-84	-76			center
-86	-82		-62	-96	center
-84	-82		-62	-90	center
	-78	-80	-62	-90	center
-84	-80	-76	-62		center
-84	-82	-78	-72		center
-86	-78	-82	-72	-90	center
-84	-82	-80	-62		center
-86	-84	-76	-62	-90	center
-84	-82	-76		-90	center
-86	-80	-78	-62	-90	center
-84	-84		-62		center
-86	-82	-76	-72	-90	center
-86	-78	-80	-62	-90	center
-86	-84		-62	-90	center
-84	-84	-76			center
-84	-78	-78	-62	-90	center
-86	-82	-82		-90	center
-86	-78	-78	-70	-90	center
-86	-78	-82	-70	-90	center
-88	-82	-80	-62		center
-88		-78	-62	-90	center
-86	-82	-82		-96	center
-86	-82	-76	-70		center
	-78	-80	-70	-90	center
-84	-82		-62	-90	center
	-82	-78	-62		center
	-78	-78	-62		center
-86	-80	-82		-90	center
			-70		center
		-82	-70		center
	-78		-62		center
-84	-82	-76	-62	-90	center
-86	-82	-78	-62	-90	center
	-82	-80	-70		center
-86	-78	-76	-70		center
-84	-82	-78	-62	-96	center
-86	-80	-82	-62	-92	center
-84	-82	-82	-62	-90	center
-84	-78	-76			center
-86	-82	-82	-70	-90	center
-86	-82	-76	-70		center
-86	-82	-80		-90	center
-84	-78	-82	-62		center
-84	-82	-76		-92	center
-86	-82	-78	-62	-96	center
-86	-78	-76	-70	-96	center
-84	-80	-78			center
-86	-82	-76	-62		center
-84	-82	-78		-90	center
-86	-82	-82	-62		center
-86	-78	-82		-90	center
-86	-78	-78	-70	-90	center
-86	-80	-80	-72		center
-84	-78	-76	-62	-92	center
-84	-82		-60		center
-84	-84	-80			center
-84	-82		-62	-96	center
-84	-82	-78		-92	center
-86	-84	-80	-70		center
-84	-82	-76	-70	-92	center
-86	-82	-78	-62	-92	center
-84	-82	-78	-62	-90	center
-86	-82	-76	-62	-90	center
	-80	-78	-70	-90	center
-84	-80	-76	-70	-90	center
-84	-84	-76			center
-86	-82		-62	-90	center
-86	-82		-62	-94	center
-84	-84	-78	-62	-90	center
-86	-84	-78		-92	center
-86	-84	-76	-70	-90	center
	-84			-90	center
			-62		center
-86	-84		-62		center
	-78	-78		-90	center
-84	-78	-78	-62		center
-86	-82	-80	-62		center
-86	-84	-78			center
-86	-82	-78	-70	-92	center
-88	-78	-76			center
	-82	-76	-62		center
-88	-82	-78		-90	center
-86	-82	-80	-62	-90	center
-86	-90	-76	-62	-90	center
-88	-82	-78	-70		center
	-82		-62		center
-86	-78	-80	-62	-90	center
-84	-78	-78	-62	-92	center
-86	-80	-82		-90	center
-84	-80	-76	-72		center
-86	-78	-78		-90	center
-84	-82	-76	-62	-90	center
	-84	-78	-62		center
-84	-84	-78	-62		center
-94	-82	-74	-72		center
-86	-84	-82	-70	-92	center
-88	-80	-78	-62		center
-90	-80	-76	-62	-94	center
-84	-80	-80		-94	center
-84	-82	-78	-62	-92	center
-86	-86	-80	-72	-92	center
-86	-80	-86	-62	-90	center
-84	-80	-82	-62	-90	center
-86	-82	-80		-92	center
-90		-82	-62	-90	center
-90	-82	-82	-62	-92	center
-90	-82	-84		-92	center
-86	-80	-74	-70		center
-94	-82	-82			center
-88	-86		-62		center
-92	-82	-80	-64		center
-86	-86	-76	-64	-96	center
-90	-82	-80	-70	-96	center
-88	-80		-70		center
-88	-84	-74			center
-86	-86	-80	-62		center
-86	-86	-76	-64		center
-92	-80	-80		-96	center
	-84		-64		center
-88	-84	-82		-90	center
-88	-84	-74	-70	-90	center
-94	-80		-70	-96	center
		-80	-64		center
-88	-84		-62	-90	center
-88	-80	-80		-90	center
-88	-82		-70		center
-88	-80	-74	-72	-96	center
-88	-82		-64	-90	center
-88	-82			-90	center
-86			-62	-90	center
-88	-80	-74	-72	-96	center
-94	-80	-74	-72	-90	center
-86	-82	-82			center
-88	-84	-82		-96	center
-86	-80	-74	-62	-90	center
-92	-84	-82	-62		center
-86	-84	-74			center
-88	-84	-74		-90	center
	-84	-80	-72	-90	center
-88	-80	-74		-94	center
-94	-84	-82	-62	-90	center
-86	-80	-82	-64	-94	center
-94	-82	-74	-64	-90	center
-86	-84	-82		-96	center
-86	-84	-82	-72	-90	center
-86	-80	-82	-70	-90	center
-86	-82	-74		-90	center
-86	-84		-64		center
-88	-82	-80	-62	-96	center
-88	-84	-74	-62	-94	center
-86	-84	-74	-72	-96	center
-94	-80	-82	-70	-90	center
-88	-80	-82	-62	-92	center
-86	-84	-74	-64	-94	center
-86	-82	-82		-94	center
-88	-84		-62	-94	center
-88	-82	-82			center
-86	-84	-82	-70	-90	center
-86	-80	-74		-90	center
-86	-84	-74	-62	-90	center
-88	-84	-82	-64	-90	center
-86	-84	-74	-62	-90	center
-86	-80	-74	-64		center
-86	-82	-82	-70	-96	center
-88	-84	-74	-72	-96	center
-96	-82	-74			center
-86	-84	-82	-64	-90	center
-86	-84	-82			center
-88	-84	-82	-62	-94	center
-86	-80	-82	-62		center
-86	-84	-82	-72	-90	center
-86	-84				center
-88	-82	-74	-64	-96	center
-88	-80	-80	-62		center
-94	-80	-80	-64		center
-88	-82	-74	-70	-94	center
-86	-84	-74		-96	center
-88	-80	-74	-62	-90	center
-88		-74	-62	-96	center
-86	-84			-90	center
-86	-86	-80	-62	-94	center
-86	-82	-74	-62		center
	-84				center
-86	-84	-82	-70	-90	center
-86	-84	-82	-70	-94	center
-86	-84	-74		-90	center
-86	-84	-74		-96	center
-86	-82	-74	-62	-96	center
-86	-80	-82	-62	-90	center
-86	-84	-82	-62	-94	center
-86	-84		-62	-94	center
	-80	-82	-70	-90	center
-86	-84	-74	-70	-90	center
-96	-82			-96	center
-86	-82	-74	-62		center
-86	-84	-80		-90	center
	-80		-62	-90	center
-94			-62	-90	center
-86	-80	-82	-68	-90	center
-92	-84	-82		-96	center
-86	-80	-74		-90	center
	-82		-62		center
-86			-62	-96	center
-84	-78		-62	-90	center
	-82		-62		center
-84			-70	-92	center
	-82	-74	-60		center
-86	-82		-62	-96	center
-84			-62		center
-84	-82	-74		-96	center
	-82		-70	-96	center
		-82		-90	center
-86	-82			-92	center
-84	-78	-82	-62		center
-84	-82		-62	-92	center
-84	-84	-74	-62		center
					center
			-70		center
					center
			-62		center
			-64		center
			-64		center
	-84	-82	-62		center
-86	-82	-74	-62	-90	center
-84	-84	-82	-70	-90	center
	-82	-76	-70		center
-92	-82	-80			center
	-80	-82	-64		center
-92	-82	-82		-90	center
-86	-84		-62	-90	center
-86	-78	-82			center
-90	-82		-70	-90	center
-92	-82			-90	center
-92	-84	-82	-64		center
-86	-82		-64	-92	center
-92	-78				center
-92	-78	-80			center
-92	-84	-76	-62		center
-84	-82	-76			center
-88	-84	-76	-68	-90	center
-86	-84	-82			center
-92	-82	-82	-64	-90	center
-84	-78	-82	-64		center
-88	-86	-82	-64	-90	center
-86	-84	-74	-64		center
-84	-84	-76	-70	-90	center
	-82	-80	-64	-90	center
-86	-84	-76	-62	-90	center
-84	-82	-80	-62		center
-92	-78	-82	-68		center
-84	-82	-80	-70	-90	center
	-84		-70	-90	center
-84	-78	-82			center
-88	-84	-80	-62	-90	center
-88	-82	-84			center
-92		-76	-62	-90	center
-90	-84	-78	-70		center
-84	-84		-68	-90	center
		-78	-62	-92	center
	-86	-76		-90	center
-90	-80	-82	-60		center
-84	-84			-90	center
-86			-68		center
	-82				center
-92		-78	-62	-92	center
-84	-78	-82	-62		center
-84	-84	-74	-68		center
-84			-62	-92	center
			-62		center
-92	-82	-74	-60	-90	center
-90	-84	-82	-62		center
-86	-82			-90	center
-86	-78	-78	-68	-90	center
-88	-84	-76	-62		center
-90	-82	-80	-64		center
-86	-82	-78	-62	-88	center
-88	-86	-80	-62	-96	center
-88	-88		-70	-88	center
-90	-88	-76	-68	-86	center
-88	-80	-80	-62		center
	-88	-76	-64	-88	center
-88	-78	-78	-62	-88	center
-88	-78	-82	-62	-88	center
-90	-86	-78	-70	-88	center
-86	-88				center
-88	-82	-80	-64	-86	center
-90	-82	-80	-62	-88	center
-88		-78	-60	-96	center
-88	-84	-84	-70		center
-88	-82	-82			center
-88	-86	-76	-64	-88	center
-86	-82	-78	-62	-96	center
-90	-78	-76	-70	-88	center
-88	-78	-84	-70	-88	center
-90	-78	-76	-62	-96	center
-88	-78	-74	-62		center
-88	-88			-88	center
-88	-80	-82	-62	-88	center
-90	-88	-84	-62	-96	center
-90	-86	-76	-70	-96	center
-88	-78		-64	-88	center
	-78	-76	-60		center
-90	-86	-84	-62	-88	center
-90	-82	-76	-70		center
-92	-82	-76	-70	-96	center
-90	-80	-82	-62		center
-90	-88	-76		-96	center
-90	-78	-80		-88	center
-88	-78	-74	-62		center
	-82	-80	-70	-86	center
	-82	-84	-70		center
-88	-78	-76		-88	center
-88	-84	-80	-62	-88	center
-88	-84		-64	-88	center
-88	-88	-76	-60	-88	center
-90	-88	-76	-62	-96	center
-90	-86	-80	-70	-88	center
-88	-88	-76	-64	-96	center
-90	-86	-76	-62	-88	center
-88	-90	-80	-60	-88	center
-88	-82	-82		-88	center
-88	-84	-76	-70	-88	center
-88	-86	-82		-88	center
-86	-84	-76	-64	-88	center
-88	-78	-80	-64	-88	center
-88	-84	-80	-60		center
-88	-78	-76	-70	-88	center
-88	-82	-78		-88	center
-88	-84	-82	-64	-88	center
-88	-86		-62		center
-88	-80	-80	-62	-96	center
-88	-84	-74		-94	center
-88	-78	-80	-70	-88	center
-88	-82	-82		-88	center
-88	-80	-80	-62		center
-90	-88	-78	-62	-88	center
-88	-86	-82	-62	-96	center
-88	-82	-80	-62	-94	center
-88	-90	-78	-70	-94	center
-88	-86	-76	-62	-88	center
-88	-84	-78	-62		center
-88	-84	-80	-60	-92	center
-90	-78	-80	-70	-88	center
	-80	-76	-72	-94	center
-88	-88	-76	-70	-94	center
-88	-86	-84		-88	center
-88	-80	-74	-62		center
-88	-84	-80	-62	-88	center
-88	-86	-84	-62	-88	center
-88	-84	-76	-60		center
-88	-86	-80	-70	-88	center
-88	-82	-82		-96	center
-88	-78	-76	-64	-94	center
-88	-78	-76			center
-88	-88	-78	-62	-88	center
-88	-82	-78	-62	-88	center
-90	-84	-76	-70	-94	center
-88	-88	-78	-70		center
-88	-84	-84		-88	center
-88			-64	-86	center
-88	-78		-64	-88	center
-90	-84	-82		-88	center
-90	-84	-76	-62	-94	center
-90	-88	-80	-62	-88	center
-88	-84	-82	-70	-88	center
-90	-78	-80	-62	-96	center
	-88		-62	-88	center
-96	-80	-80	-62	-88	center
-90	-82	-82	-70	-88	center
-90	-80	-76	-70	-88	center
-90	-80	-78	-62	-88	center
-88	-88	-82	-64		center
-92	-78	-80	-62	-96	center
-90	-88	-80	-70		center
-90	-84	-74	-70	-96	center
-92	-84	-76		-88	center
-90	-84	-84	-62		center
-88	-78	-86	-62	-94	center
-88	-84	-76	-72	-94	center
-90	-84	-78	-70	-96	center
	-78		-70	-88	center
-88	-86	-76	-62	-88	center
-90	-86	-76		-88	center
-90	-86	-86	-60	-88	center
-90		-78	-60		center
	-84		-70		center
-90	-86	-76		-88	center
-90	-78	-80	-62	-88	center
-90	-86	-84	-62	-88	center
-88	-86	-76	-62	-88	center
-88	-88	-82		-88	center
-88	-80	-74	-68	-88	center
-86	-80	-80	-62	-90	center
	-84	-74	-64	-88	center
-92	-88	-82	-62	-88	center
-90	-80	-78	-70	-88	center
-92	-86	-82	-70	-90	center
-88	-84	-74		-90	center
-90	-84	-82	-64	-90	center
-90	-80	-74	-62	-90	center
-90	-88	-76	-62	-96	center
				-88	center
-90	-86	-76	-70	-88	center
-88	-88	-80			center
-90	-86	-84	-62	-96	center
	-84	-84	-64	-88	center
-92	-80	-80	-62	-90	center
-90		-78	-62	-94	center
-88	-88	-80	-70	-88	center
-92	-84	-74	-70	-88	center
-90	-88	-78	-64		center
-90	-86	-74	-62		center
-92	-84	-82		-96	center
-90	-84		-62		center
-88	-84			-88	center
-88	-84	-84	-70	-96	center
-90	-88	-80	-70	-96	center
-92	-82	-80	-64	-88	center
-88	-84	-80			center
-88	-88	-76	-62	-96	center
-92	-80	-84	-70	-88	center
-90	-80	-80	-64	-88	center
-92	-78	-76	-64	-88	center
-92	-86	-76		-90	center
-92	-84	-76	-62	-90	center
-92	-88			-96	center
-90	-88	-82	-70	-88	center
-90	-84	-80	-70	-96	center
-90	-84	-82	-64	-96	center
-88	-88	-74			center
-88	-84	-84	-62	-96	center
-88	-82	-80	-62	-96	center
-88	-84	-74	-70		center
-88	-80		-70	-88	center
-90	-82	-80		-90	center
-90	-80	-76	-64	-96	center
-88	-80	-80	-64	-96	center
-88	-88	-84	-62	-88	center
-88	-88	-80	-62	-88	center
-88	-82	-74	-70		center
-90	-86	-74		-96	center
-90	-88	-82	-64	-88	center
-92	-82	-74	-62	-88	center
-90	-80	-78		-88	center
	-78	-78	-60		center
-92	-80	-82	-60	-96	center
-88	-80	-74	-70	-96	center
-92	-84	-82	-64	-88	center
-90	-88	-78	-62	-96	center
-92	-80	-74	-62	-88	center
-92	-88	-78	-70	-88	center
-88	-88		-70		center
-92	-78	-74			center
-90	-86	-78	-62	-96	center
-90	-84	-78		-88	center
-90	-80	-76	-60	-88	center
-90	-80	-78		-96	center
-90	-78	-82	-70	-96	center
-90	-80	-78	-70	-88	center
-90	-78	-78		-88	center
-90	-84	-76	-64	-96	center
	-84	-82	-62		center
-90	-80	-82	-62		center
-88	-86	-76	-60	-96	center
-92		-82	-70		center
-88	-84	-74	-70		center
-90	-80			-96	center
