1	2	3	4	5	location
-90	-88		-68	-94	north
-92	-86		-66		north
-92	-88	-72	-68		north
-90	-84	-72	-68		north
-88	-84	-68	-68		north
-92	-86		-66	-96	north
-88	-84	-72	-66	-96	north
-92	-88	-68	-68		north
-90	-88	-72	-68		north
-88	-84		-68		north
-92	-84	-68	-66		north
-90	-86	-70	-68		north
	-86	-70	-68	-96	north
-92	-86	-68	-66	-94	north
-92	-84	-70	-68		north
-92	-84	-70	-64		north
-90	-88	-70	-68	-94	north
-90	-88	-72	-68		north
-92	-88	-70	-68		north
-92	-88	-70	-68	-94	north
-90	-88	-72	-68		north
-92	-84	-70	-68		north
-90	-88	-70	-68	-96	north
-92	-84	-70	-66		north
	-88	-72	-66		north
-92	-88	-72	-66		north
-92	-84	-70	-68		north
-92	-82	-70	-68		north
-90	-84	-72	-68		north
-92	-88	-70	-68		north
-92	-84	-72	-68		north
-92	-88	-68	-66		north
-92	-84	-72	-68		north
-90	-84	-70	-66	-94	north
-90	-88	-68	-68		north
-90	-88	-72	-68	-94	north
-88	-84	-72	-66		north
-92	-86	-70	-68		north
-90	-84		-66	-96	north
-92	-84	-70	-68		north
-92	-88	-70	-66		north
-90	-88	-72	-68		north
-92	-84	-70	-66		north
-92	-84	-68	-68	-94	north
-90	-84	-68	-66		north
-92	-84	-70	-66	-96	north
-92	-84	-68	-68		north
-94	-84	-68	-68		north
-92	-84	-68	-68		north
-92	-88	-70	-66		north
-92	-84	-68	-68		north
-92	-86		-68		north
-90	-84	-70	-68		north
-90	-84	-70	-66	-94	north
-90	-88	-70	-68		north
-92	-84	-70	-68	-96	north
-92	-86	-70	-68		north
-90	-88	-70	-68	-96	north
-92	-84	-70	-68		north
-92	-84	-70	-68		north
-90	-88	-70	-66		north
	-84	-70	-68		north
-92	-84		-68		north
-92	-84	-70	-68	-94	north
-92	-88	-70	-68		north
-92	-84	-70	-68		north
-90	-84	-70	-68		north
-90	-88	-70	-68		north
-92	-88	-70	-68		north
-92	-88	-70	-68		north
-92	-88	-70	-68		north
-90	-82	-70	-68		north
	-86	-70	-68		north
-90	-84	-70	-68		north
-88	-86	-72	-66	-96	north
-92	-88	-72	-68		north
-92	-88	-70	-66		north
-94	-88	-72	-68		north
-92	-88	-70	-68		north
-90	-88	-70	-66		north
-92	-84	-72	-68		north
-92	-88	-70	-68		north
	-84	-68	-68		north
-92	-84	-72	-66		north
-92	-84	-72	-68		north
-92	-86	-68			north
-92	-84	-70	-66	-94	north
-90	-88	-70	-68		north
-92	-84	-72	-68		north
-92	-84	-70	-66	-96	north
-90	-84	-68	-68		north
-88	-84	-72	-68		north
-92	-84		-68		north
	-82	-72	-68		north
-92	-84	-72	-68		north
-92	-84	-68	-66		north
-92	-84	-72	-68		north
-92	-84	-68	-68		north
-92	-86	-72	-66		north
-90	-84		-68		north
-92	-84	-72	-68	-96	north
-90		-68	-68		north
-92	-90	-72	-68		north
-90	-84	-70	-68		north
-94	-88	-70	-68		north
-92	-88	-72	-68		north
-90	-86	-70	-68		north
-92	-84	-68	-68		north
-90	-88	-72	-64		north
-92	-84	-70	-66		north
-90	-90	-72	-66		north
	-88	-68	-68		north
-90	-84	-68	-68		north
-88	-88	-72	-68		north
-90	-90	-70	-66		north
-92	-88	-70	-66		north
-90	-84	-72	-66		north
-90	-82	-70	-66		north
-88	-88	-70	-68		north
-90	-84	-72			north
-90	-88	-70	-66		north
-90	-84	-72	-68		north
-90	-84	-72	-68		north
-92	-84	-70	-68		north
-90	-90	-72	-68		north
-88	-88	-70	-68		north
-92	-84	-70	-68		north
-90	-90	-70	-68	-96	north
-92	-88	-70	-68		north
-90	-88	-70	-68		north
-92	-84	-70	-68		north
-92	-90	-70	-68		north
-92	-84	-70	-68		north
-92	-84	-72	-68		north
-92	-84	-70	-68		north
-90	-84	-68	-68		north
-92	-84	-72	-66		north
-94		-70	-68		north
-90	-84	-68	-66		north
-90	-84	-72	-68	-96	north
-94	-86	-68	-68		north
-92	-84	-68	-68		north
-92	-90	-72	-68		north
-92	-86	-70	-68		north
-92	-86	-72	-68		north
-92	-86	-70	-68		north
-90	-90	-68	-68	-92	north
-92	-84	-72	-68		north
-90	-82	-70	-68		north
-92	-86	-70	-66		north
-90	-90		-68	-94	north
-90	-88	-72	-68		north
-96	-84	-70	-68		north
-92	-90	-68	-68	-96	north
-92	-88	-72	-68		north
-90	-86	-70	-68		north
-92	-90	-72	-68		north
-92		-72	-68		north
-92	-92		-66	-96	north
-92	-90	-70	-66	-96	north
	-84	-72	-68		north
-94	-90	-70	-66		north
-92	-84	-72	-68		north
-92	-86	-70	-68	-96	north
-92	-84	-70	-68		north
-92	-86	-70	-68		north
-90	-88	-72	-68	-96	north
-92	-86	-72	-66		north
-92	-90				north
-92	-90	-72	-68		north
-94	-84	-70	-68		north
-92	-86	-72	-68		north
-90	-90	-72	-68		north
	-90	-70	-66		north
-94	-86	-72	-66	-96	north
-90	-90	-70	-68		north
-94	-92	-70	-68		north
-92	-86	-72	-66		north
-90	-84	-70	-68		north
-90	-90	-70	-66		north
-90	-84	-70	-66		north
-92	-84	-70	-68		north
	-84	-70	-66		north
-92	-90	-72	-68		north
-92	-86	-70	-68		north
-92	-88	-70	-68		north
-92	-90	-72	-68		north
-92	-88	-70	-68		north
-92	-86	-70			north
-92	-88	-72	-66		north
-92	-90	-68	-66		north
-92	-86	-68	-68		north
-92	-86	-72	-68		north
-92	-90	-70	-66		north
-90	-88	-72	-66		north
-92	-88	-70	-68		north
-92		-72	-66		north
-92	-84	-70	-66		north
-90	-86	-70	-66		north
-92	-90		-68		north
-96	-86	-70	-68		north
-92	-86	-72	-68		north
-90	-86	-70	-68		north
-92	-86	-72	-68		north
-92	-86	-70	-68		north
-92	-90	-70	-66		north
-92	-90	-70	-68		north
-92	-84	-72	-68		north
-92	-88	-70	-66		north
	-86		-68		north
-92	-90	-72	-68	-96	north
-92	-88	-72	-68	-96	north
	-90	-70	-66		north
-92	-86	-72	-68		north
-90	-90	-70	-68		north
-90			-68		north
-92		-70	-66		north
-92	-84	-70	-66		north
-92	-90	-68	-68	-96	north
-92	-90	-70	-66		north
-92	-86	-70	-68		north
-94	-90	-72	-66		north
-92	-90	-72	-68		north
-90	-84	-72	-68	-96	north
-90	-84	-72	-68		north
-92	-84	-68	-68		north
-92	-88	-68	-68		north
-92	-86	-70	-68		north
-92	-84	-74	-68		north
-92	-90	-72	-68		north
-92	-90	-70	-66		north
	-88	-72	-68		north
-92	-86	-76	-68		north
-90	-90	-70	-66		north
-92	-86	-72	-68		north
-92	-88	-70	-68		north
	-86	-72	-66		north
-92	-90	-68	-66		north
-92	-88	-68	-66		north
-94	-86	-68	-66		north
-92	-86	-70	-66		north
-92	-88		-68	-96	north
-92	-88	-70	-68		north
-92	-84	-70	-66		north
-92	-84	-68	-66		north
-92	-84	-72	-68		north
-94	-84	-68	-68		north
-92	-84	-70	-66		north
-92	-84	-68	-68		north
-90	-86	-70	-66	-96	north
	-88	-68	-66		north
-92	-84	-68	-68	-96	north
-92	-88	-72	-68		north
-90	-86	-68	-68		north
-92	-86	-70	-66	-94	north
-92	-90	-72	-68		north
-92	-84		-66		north
-92	-90	-72	-66		north
-90		-72	-68		north
-92	-88	-68	-68		north
-90	-90	-70	-68	-92	north
-92	-90	-70	-66		north
-92	-84	-72	-68		north
-90	-88	-70	-68		north
-92	-84	-70	-66		north
-92	-90		-66	-96	north
-92	-86	-68	-66		north
-94	-90	-72	-68		north
-92	-84		-68		north
	-84	-70	-68		north
-92	-90	-68	-68		north
-92	-90		-68	-96	north
-90	-84	-70	-68		north
-92	-84	-70	-68		north
	-90	-68	-68		north
-92	-86	-70	-66	-92	north
-90	-84	-72	-68		north
-92	-84	-68	-68		north
-92	-88	-70	-68		north
-92	-86	-70	-68		north
-92	-86		-68		north
-82	-88	-68	-66		north
-92	-86	-70	-66	-94	north
-92	-88	-72	-68	-96	north
-92	-88	-68	-68		north
	-84	-70	-68		north
-92	-88	-68	-66		north
-92	-86	-68	-66		north
-92	-84	-72	-66		north
-92	-88	-68	-66		north
-94	-90	-68	-66		north
-92	-88	-72	-68		north
-92	-84	-68	-68		north
-92	-86	-70	-68	-94	north
-92	-90	-72	-68		north
-92	-84	-70	-66		north
	-84	-70	-68		north
-92	-84		-68		north
-90	-84	-68	-68		north
-90	-88	-72	-68		north
-92	-90		-68		north
-90	-90	-70	-68		north
-90	-84	-72	-66	-96	north
-92	-90	-70	-66		north
-92	-86	-70	-68		north
-92	-86	-72			north
-92	-86	-70	-66	-96	north
-92	-86	-70	-68		north
-92	-86	-68	-68		north
-90	-88	-70	-68		north
-94	-86	-70	-68		north
-94	-86	-72	-68	-96	north
-92	-88	-70	-68		north
-92	-88	-72	-68	-96	north
-94	-90	-70	-68		north
-92	-86	-72	-66		north
-90		-70	-68		north
-92	-86	-70	-66		north
	-92	-70	-68		north
-90	-86	-68	-68		north
-90	-86	-68	-68	-96	north
-94	-84	-70	-68		north
-94	-90		-68	-94	north
-92	-86	-70	-66		north
-90	-86	-70	-68		north
-92	-90		-68		north
	-86	-70	-68		north
-94	-90	-70	-68		north
	-90	-68	-68		north
-94	-90	-70	-66		north
-94	-90	-70	-66		north
-90	-84	-70	-66	-96	north
-94		-70	-68		north
-92	-86	-68	-66		north
	-92	-70	-68		north
-94	-92	-70	-68		north
-92	-86	-70	-68	-94	north
-92	-84	-70	-68		north
-94	-88	-70	-66	-96	north
-94	-86	-68	-68		north
-94	-94	-70	-68	-96	north
-90	-84	-70	-68	-96	north
-90		-70	-68		north
-92	-88	-70	-68		north
-94	-88	-70	-64		north
-92	-90	-70	-68		north
-92	-88	-70	-66		north
-92	-86	-70	-68		north
-94	-86	-70	-68		north
-92	-86	-70	-68		north
-92	-88	-70	-68		north
-94	-90	-70	-68		north
-94	-88	-68	-66		north
-92	-86	-70	-68		north
-92	-90	-70	-68		north
-92	-86	-70	-68		north
-94	-90	-70	-68		north
-92	-86	-70	-68		north
-92	-86	-70	-68	-94	north
-94	-90	-68	-68		north
-90	-90	-72	-68		north
-92	-88	-72			north
-92	-86	-68	-66		north
-94	-84	-72	-68	-96	north
-92	-88	-68	-68		north
-88	-90	-68	-68	-96	north
-94	-90	-72	-68		north
-92	-86	-68	-66	-96	north
-92	-86	-72	-68		north
-90	-90	-68	-68		north
-92	-88	-70	-66		north
-92	-90	-68	-68		north
-88	-90	-72	-66		north
-92	-86	-72	-68		north
-90	-90	-70			north
-94	-90	-68	-68		north
-92	-88	-68	-68	-94	north
-92	-86	-68	-66		north
-88	-84	-72	-66		north
-92	-90	-68	-66		north
-90	-90	-68	-68		north
-92	-84	-68	-68		north
	-84	-68	-68		north
-90	-90	-68	-66		north
-94	-84	-72	-68		north
-92	-84	-68	-68		north
-92	-86	-72	-68		north
-94	-90	-68	-66		north
-94	-86	-70	-68	-94	north
-92	-86	-72	-66	-96	north
-94	-88	-68	-66		north
-92	-84	-68	-68		north
-88	-90	-70	-68		north
-94	-90	-70	-68		north
-92	-88	-70	-68	-96	north
-92	-88	-70	-68		north
-88	-84	-70	-68	-94	north
-92	-80	-72	-68		north
-92	-84	-68	-66		north
-94	-84	-68	-68		north
-94	-84	-70	-68		north
-90	-88	-70	-66		north
-88	-88	-70	-66		north
-92	-88	-68	-68		north
-94	-84	-70	-68		north
-88	-84	-68	-68		north
-92	-84	-68	-66		north
-94	-84	-70	-68		north
-92	-84	-68	-68		north
-92	-86	-68	-68		north
-92	-86	-68	-66		north
-92	-90	-68	-66		north
-92	-90	-68	-68		north
-92	-86	-68			north
-90	-84	-70	-68		north
-90		-68	-68		north
-92	-88	-70	-66		north
-92	-88		-68	-96	north
-90	-84	-70	-66		north
-92		-70	-68		north
-92	-90	-68	-66		north
-90	-84	-68	-68		north
-90	-84	-70	-66		north
-90	-88	-70	-68		north
-90	-88	-68	-68		north
-92	-86	-68	-68		north
-90	-88		-68		north
-92	-84	-68	-68		north
-92	-88	-70	-68		north
-90	-84	-70	-66		north
-88	-88	-68	-68	-96	north
-92	-88	-70	-66		north
-90	-88	-70	-68		north
-92	-84	-68	-68		north
-92	-88	-72	-66		north
-92	-88	-70	-68	-96	north
-90	-84	-68	-68	-96	north
-90	-84	-68	-68		north
-88	-84	-72	-68		north
-90	-84	-68	-68		north
-92	-88		-68		north
-88	-84		-66		north
-92	-84	-68	-66		north
-90	-88	-70	-68		north
-90	-86	-68	-68		north
	-88	-70	-66		north
-90	-84	-68	-66		north
-90	-84	-68	-68		north
-90	-84	-70	-68		north
-88	-84	-70	-66		north
-92	-84	-68	-68		north
-92	-84	-72	-68		north
-90	-90	-70	-66		north
-92	-84	-72	-68	-96	north
-92	-88	-74	-66		north
	-88	-72	-66		north
-92	-88	-70	-66	-96	north
-92	-86		-66		north
-92	-86	-70	-68		north
-88	-84	-70	-68		north
-88	-82	-68	-68		north
-90	-88	-70	-68		north
-92	-82	-72	-68		north
-92	-86		-68		north
-92	-86	-68	-68		north
-88	-84	-68	-68		north
-92	-84	-70	-68		north
-88	-90	-70	-66		north
-92	-84		-68		north
-88	-86	-70	-68		north
-90	-86	-70	-68		north
-92	-84	-70	-66	-94	north
-92	-90	-68	-68		north
-90	-88	-68	-66		north
-92	-90	-68	-64		north
-92	-84		-66		north
-94	-84	-68	-66		north
-92	-88	-68	-66		north
-94	-86	-68	-68		north
-88	-90	-68	-66		north
-92	-84	-68	-66		north
-94	-88	-70	-66		north
-90	-84	-68	-68		north
-90	-86	-68	-68		north
-90	-88	-68	-66		north
-92	-86	-68	-68		north
-90	-84	-68	-68	-96	north
-92	-84	-68	-68		north
	-84	-68	-68		north
-92	-86	-68	-68	-96	north
-92	-84	-68	-66		north
-90	-88	-68	-68	-94	north
-88	-84		-68	-94	north
-90	-86	-68	-68		north
-92	-90	-68	-66	-96	north
-92	-84	-68	-68		north
-92	-84	-68	-68		north
-92	-84	-68	-68		north
-92	-88	-68	-66		north
-92	-84	-70	-68		north
-90	-84	-70	-68		north
-90	-86	-68	-68		north
-94	-84	-70	-68		north
-90	-88	-68	-68		north
-88	-82	-68	-68		north
-90		-68	-66		north
	-84	-68	-68		north
-92	-84	-68	-66		north
	-84	-68	-68		north
-90	-86	-68	-66		north
-90	-86		-68		north
-92	-82	-68	-68		north
-92	-84	-68	-66		north
-90	-88	-70	-66		north
-90	-88	-68	-66		north
-90			-68		north
	-84	-68	-68		north
-90		-68	-68		north
-90	-84	-68	-66		north
-92	-88	-70	-66	-94	north
-92	-88	-70	-64		north
-92	-88	-68	-66		north
-90	-84	-70	-68	-92	north
	-86	-70	-66		north
-90	-88	-68	-66	-92	north
-90	-84	-70	-68		north
	-92	-68	-68		north
-90	-84		-66		north
-90	-84	-68	-68		north
-90	-90	-68	-66		north
	-90	-68	-68		north
-92	-84	-68	-68		north
-92	-84	-68	-66		north
-92	-84	-70	-66		north
-90	-90	-70	-68	-96	north
-92	-84	-68	-66		north
-90	-84	-68	-68		north
	-84	-70	-68		north
-94	-84		-68		north
-94	-84	-68	-68		north
-92	-84	-68	-66		north
-92	-84	-68	-66	-94	north
-92	-84		-68		north
-92		-68	-68		north
-92	-90	-70	-68		north
-88	-84	-70	-68		north
-92	-84	-70	-66		north
	-84	-70	-66	-96	north
-94	-90	-68	-68		north
-94	-90	-68			north
-92	-90	-70	-68		north
-92	-84	-68	-68		north
-94	-88				north
-90	-84	-68	-68		north
-92	-84	-68	-68		north
-92	-88	-66	-66		north
-92		-68	-66		north
-92	-90	-68	-66		north
-92	-88	-68		-96	north
-92		-68	-68		north
-94	-90	-70	-66		north
-90	-84	-68	-68		north
-94	-82	-70	-68		north
-94	-90	-70	-66		north
	-88		-68		north
-90	-84	-68	-68		north
-94	-90	-68	-68		north
-88	-86	-70	-68		north
-90	-84	-68	-68		north
	-90	-68	-66		north
-94	-84	-70	-66	-92	north
-90	-88	-68	-66		north
-92	-84	-70	-68		north
-94	-84	-70	-66		north
-90	-84	-70	-68		north
-92	-84	-70	-66		north
-90	-90	-68	-68		north
-90		-70	-68		north
-92	-88	-70	-68		north
-92	-84	-70	-66		north
-90	-84	-70		-92	north
-92	-84		-68		north
-92	-84	-68	-68		north
-94	-84	-70	-68	-96	north
-90	-86	-70	-68	-96	north
-92	-82		-68		north
-88	-84	-70	-66	-96	north
-94	-84	-68	-68		north
-92	-84	-70	-68		north
-92	-84	-70	-68		north
-94			-68	-96	north
-94	-84	-68	-68		north
-92	-84	-70	-68		north
-92	-84	-70	-66	-90	north
-94	-84	-70	-66		north
-94	-88	-70	-68		north
-94	-90	-70	-66		north
-90	-84	-68	-68		north
-94	-84	-68	-68		north
-90	-88	-68	-68		north
-90	-84	-68	-68	-96	north
-94	-88	-68	-68		north
-92	-84	-68	-68		north
-92	-88	-68	-68		north
-94	-84	-68	-66		north
-94	-88	-68	-68		north
-92	-90	-68	-68		north
-94	-84	-68	-68	-94	north
-94	-84	-68	-66		north
	-90		-68		north
-94	-84	-68	-68		north
-94	-84	-68	-68		north
-92	-84	-68			north
-92	-84	-68	-68	-96	north
-92	-84	-70	-68	-92	north
-94	-84	-68	-68		north
	-88	-70	-66		north
-90	-84	-68	-68		north
-94	-88	-70	-68		north
-94	-84	-68	-66		north
-92	-88	-70	-68		north
-94	-86	-68	-68		north
-94	-86		-68		north
	-86		-68		north
-92	-84	-70	-68	-92	north
-92	-88		-68		north
-94	-84	-68	-68		north
-90	-84	-68	-66		north
-92	-88		-68		north
-94	-82	-68	-68	-96	north
-94	-82		-68		north
-94	-88	-68	-66		north
-96	-84	-70	-68		north
-92	-88	-70	-66		north
-92	-90	-68	-68		north
-92	-90	-70	-68		north
-94	-84	-70	-68		north
-94	-84	-70	-66		north
-94	-90	-70	-66		north
-94	-84	-70	-68		north
-90	-84	-70	-68		north
-90	-84	-68	-68		north
-90	-84	-70	-68		north
-90	-84	-68	-68		north
-94	-84	-68	-68	-94	north
-94	-88	-68	-68	-94	north
-92	-84	-68	-66		north
-92	-88	-70	-66		north
-90	-88	-68	-66		north
-94	-82	-70	-68		north
-90	-90	-68	-66		north
-94	-84	-70	-68		north
-96	-84	-70	-66		north
-92	-84	-70	-66		north
-96	-84	-68	-66	-94	north
-88	-84	-70	-66		north
-94	-84		-68	-96	north
-94	-84	-68	-68		north
-94	-84	-70	-68		north
-92	-90	-68	-66		north
-94	-90	-70	-68		north
-90	-90	-70	-68		north
-88	-90	-68	-68		north
-90		-70	-66		north
-90	-88	-68	-66		north
-92	-88				north
-94	-82	-68	-68	-96	north
-90	-84	-68	-66		north
-90	-84	-68	-68		north
-92	-84	-70	-66		north
-92	-88	-68	-68		north
-92	-88	-70	-68		north
-94	-82	-68	-68	-94	north
-92	-82	-70	-66		north
-92	-88	-68	-68		north
-94	-88	-68	-66		north
-90	-82	-70	-68		north
-94		-68	-68		north
-90	-84		-68		north
-90	-88	-68	-66		north
-94	-82		-68		north
-88	-84	-68	-68		north
	-86	-68	-66		north
-94	-84	-68	-66		north
-90	-84	-70	-66		north
-90	-88	-70	-68		north
-92	-84	-68	-66		north
	-82	-68	-66		north
-90	-88	-70	-66		north
-90	-84	-70	-66		north
-92	-90	-70	-68	-96	north
-90	-84	-70	-66		north
-90	-84	-68	-66		north
	-88	-70	-66		north
-90	-84	-68	-68		north
-94	-84	-68	-68		north
-92	-84	-70	-68	-96	north
-90	-84	-68	-68		north
-90	-84	-70			north
-90	-88	-70	-68	-94	north
-94	-90	-70	-66		north
-96	-84	-70	-68		north
-86	-88	-68	-68		north
-94	-84	-70	-68		north
	-90	-68	-66		north
-90	-90	-68	-68		north
-94	-84	-70	-66		north
-94	-88	-70	-68		north
-94	-82	-70	-66	-96	north
	-84	-68	-68	-96	north
-88	-90	-70	-68		north
-90	-90	-70	-68		north
-90	-90	-70	-68		north
	-90	-70	-68	-96	north
-92	-84	-68	-68		north
-90	-84	-70	-68		north
-96	-90	-68	-66		north
	-82	-68	-68		north
-90	-82	-68	-68		north
-94	-90	-68	-66		north
-94	-84	-70	-66		north
	-90	-70	-68		north
-94	-90	-68	-66		north
-92	-84	-70	-66		north
-90	-90	-70	-68		north
-90	-84	-68	-68		north
-90	-88		-68		north
-92	-90	-68	-68		north
-94	-84	-72	-68		north
-90	-84	-68	-68		north
-92	-88	-72	-66		north
-92	-90	-68	-66		north
-92	-84	-70	-68		north
-90	-84	-68	-68		north
-94	-84		-66		north
	-88	-68	-68	-92	north
-92	-88	-70	-68		north
-92	-86	-70	-66		north
-92	-88	-70	-66		north
-90	-84	-68	-66		north
-92	-90	-70	-68	-96	north
-92	-84	-70	-66	-96	north
-92	-84	-70	-68		north
	-84	-70	-68		north
-92	-84	-72	-68		north
-92	-90	-70	-66		north
-92	-84	-70	-68		north
-92	-92		-68		north
-92	-84	-68	-68		north
-92	-84	-72	-68		north
-90	-90	-70	-68		north
-94	-90	-70	-66		north
-94	-90	-70	-66		north
-90	-82	-70	-68	-96	north
-92	-90	-70	-68		north
-90	-84	-70	-68	-94	north
-90	-84	-70	-68	-96	north
-94	-90		-68		north
-96	-84	-70	-68	-92	north
-90	-86	-68	-68		north
-92	-84	-68	-68	-94	north
-90	-90	-70	-68		north
-90	-92	-70	-68	-94	north
-96	-90	-70	-68		north
-92		-68	-66		north
-94	-86	-68	-68		north
-90		-68	-68		north
-90	-90	-68	-68	-90	north
-90	-90	-68	-68		north
-90	-84	-68	-66		north
-92	-86	-70	-68		north
-92	-88	-68	-66		north
-92	-84	-68	-66		north
-92	-86	-70	-68		north
-90	-86	-72	-68		north
-92	-88	-68	-68		north
-92	-86	-70	-68		north
-90	-92	-68	-68	-90	north
-90	-88	-68	-68		north
-90	-84	-72	-66		north
-90	-86	-68	-68		north
-92	-90	-72	-66		north
-90	-86	-70	-68		north
-88	-84	-68	-68	-92	north
-88	-90	-70	-68	-94	north
-90	-84	-70	-68		north
-92	-90	-70	-66		north
	-84		-68		north
-92	-86	-72	-66		north
-92	-90	-70	-68		north
-92	-86	-70	-68	-96	north
-88	-84	-68	-66		north
-88	-84	-72	-68		north
-92	-84	-70	-66	-94	north
-88	-90	-70	-68	-94	north
-92	-84	-68	-68		north
-92	-92	-70	-66		north
-92	-84	-68	-68	-94	north
-92	-88	-70	-68		north
-90	-84		-66		north
-92	-90	-68	-68	-90	north
-92	-84	-70	-68		north
-92	-84	-68	-68		north
-92	-90	-68	-68		north
-92	-84	-72	-66		north
	-86	-68	-66	-94	north
-92	-84	-68	-66		north
	-84	-70	-66	-96	north
-92	-90	-68	-66	-96	north
-88	-86	-70	-68		north
-88	-86	-70	-68		north
-86	-84	-68	-66		north
-90	-86	-70	-68	-96	north
-92	-84	-70	-68		north
-90	-84	-68	-66		north
-92	-88	-70	-68		north
-90	-90	-70	-68		north
-88	-90	-68	-68		north
-88	-90	-70	-68		north
-92	-84	-70	-68		north
-92	-86	-70		-94	north
-92	-84	-70	-68		north
-88	-88	-70	-66	-94	north
-88	-86		-68	-94	north
-92	-84	-70	-68	-94	north
-88	-86	-70	-68		north
-92	-84	-70	-68		north
-92	-86	-68	-66		north
-88	-86	-68	-66		north
-90	-84	-70	-68		north
-90	-90	-70	-68		north
-92	-88	-70	-68	-94	north
-90	-88	-70	-66		north
-90	-84	-70	-66	-92	north
-94	-86	-70	-66	-92	north
-92		-70	-68	-94	north
-90	-84	-70	-66		north
-90	-84	-70	-66		north
	-86	-70	-66		north
-90	-86	-70			north
-88	-86	-70	-68		north
-92	-90	-70	-68		north
-94	-90	-70	-68		north
-92	-84	-70	-68	-94	north
-90	-84	-70	-68		north
-94	-86	-70	-68		north
		-68	-66		north
-94	-88	-70	-68		north
-92	-90	-68	-68	-94	north
-90	-88	-70	-66	-94	north
-90	-84	-68	-68	-94	north
-90	-90		-68		north
-88	-90	-70	-66		north
	-90	-70	-68		north
-90	-88	-70	-66	-94	north
-92	-86	-68	-66	-94	north
-90	-86	-70	-66	-94	north
-92	-88	-68	-66		north
-86	-90		-68		north
-90	-86	-70	-68		north
-94	-86	-68	-66		north
-90	-96	-70	-68		north
-88	-94	-70	-68		north
-90	-90	-70	-66		north
-92	-90	-70	-70		north
-92	-92	-68	-64		north
-92	-90	-70	-64	-96	north
-90		-76			north
-94	-92	-68	-66	-92	north
-96	-86	-68	-68		north
-92	-94	-72	-68		north
-90	-86	-72	-68		north
-94	-88	-72	-66		north
	-84	-68	-66		north
-94	-86	-70	-66		north
-96	-86	-68	-66		north
-90		-68	-66		north
-92	-86	-72	-66		north
-92	-84	-68	-66		north
-88	-86	-70	-68		north
-88	-88	-70	-66		north
-92	-84	-70	-66		north
-92	-84		-68		north
-92	-84		-68	-94	north
-92	-84	-72	-68		north
-94	-88	-66	-68		north
-90	-86	-70	-64		north
-92	-88	-72	-68		north
-88	-86	-70	-66		north
-88	-86	-68	-66		north
-88	-86	-68	-64		north
-88	-86	-68	-68		north
-92	-86	-70	-68		north
-92		-68	-66		north
-86	-88	-68	-68		north
-92	-88	-70	-68		north
-88	-84	-70	-68		north
-94	-86	-70	-68		north
-88	-84	-70	-68		north
-86	-88	-70	-68		north
	-84	-70	-66		north
-92	-84	-70	-68		north
-88	-88	-70	-66	-96	north
-90	-84		-66		north
-92	-84	-68	-68		north
-94	-86	-70	-66		north
-88	-88	-70	-66		north
-92	-86	-70	-66		north
-94	-88	-70	-68	-96	north
-88	-92	-70	-66		north
-92	-88	-70	-68	-90	north
-90	-88	-70	-68	-96	north
-92	-88	-68	-68	-94	north
-92	-88	-68	-68		north
-90	-86	-70	-68	-90	north
-94	-84	-70	-66		north
-92	-86	-70	-68		north
-92	-86	-70	-68		north
-88	-86	-70	-68		north
-94	-86	-68	-66		north
-94	-86	-70	-68	-96	north
-92	-84		-68		north
-90	-84	-70	-68		north
-92	-84		-66		north
-92	-84	-70	-66		north
-90		-70	-66		north
-88	-84	-70	-68		north
-88	-84	-68	-68		north
-92	-90	-72	-66		north
-94	-88	-68	-66		north
-86	-94	-66	-68		north
-90	-88	-70	-66		north
-88	-90	-72	-68		north
-88	-90	-70	-68	-92	north
-88	-88	-68	-70		north
-94	-90	-70	-64		north
	-92	-70	-70		north
	-86	-68	-68		north
-88	-90	-70	-64		north
	-84	-70	-70		north
-92	-88	-70	-68		north
-92	-84	-68	-68	-94	north
-92	-86	-68	-68		north
-86	-84	-70	-66		north
-88	-84	-70	-66		north
-92	-88	-68	-66		north
-92	-88	-70	-68	-90	north
	-84	-68	-68	-96	north
-94	-84	-70	-68	-92	north
-92	-86	-68	-68		north
-92	-84	-70	-66		north
-92	-84	-70	-68		north
-86	-84	-68	-68		north
-92	-88	-70	-66		north
-92	-84	-70	-66		north
-92	-86	-68	-66	-96	north
-92	-88	-70	-68		north
-86	-84	-70	-68	-90	north
-94	-82	-68	-68		north
-92	-84	-70	-68		north
-92	-86	-68	-68	-92	north
-92	-84	-68	-66		north
-92	-88	-70	-66		north
-90	-84	-70	-68		north
	-84	-68	-68		north
-88	-84	-70	-68	-96	north
-92	-86	-70	-66		north
-92	-84	-68	-66		north
-92	-86	-70	-68		north
-92	-84	-68	-68		north
-88	-86	-70	-66		north
-92	-84	-68	-68	-96	north
-92	-84	-68	-66	-90	north
-92	-84	-70	-66		north
-86	-88	-68	-68		north
-96	-84	-68	-66		north
-92	-88	-70	-68		north
-92	-88	-68	-66		north
-88	-86	-68	-68		north
-92	-84	-68	-68	-96	north
-92	-88	-70	-68		north
-92	-84	-68	-68		north
-88	-84	-68	-66		north
-92	-84	-70	-68		north
-90	-86	-70	-68		north
-92	-84	-70	-68		north
-92	-88	-70	-66		north
-92	-84	-70	-68		north
-88	-88	-70	-66	-94	north
-88	-84	-70	-68		north
-88	-84	-70	-66		north
-90	-84	-68	-68		north
-88	-84	-70	-66		north
-94	-84	-70	-66		north
-88	-84	-70	-66		north
-94	-84	-70	-66		north
