-70	-76	-86	-90	-60	-64	-60	-86	-86	-60	-82		-78	-92	-78	-68	-74	-96	-90	-88	-90		-72	-92	-90	-94			-96			-92	-92	-96			-88		-72																																														south
-70	-80	-88	-88	-64	-64	-64	-86	-86	-60	-84		-78	-86	-76	-68	-74	-96	-94	-86	-84		-70		-94	-92			-96	-94		-96	-94		-96		-92		-82																																														south
-64	-80	-86	-88	-64	-68	-64	-86	-88	-60	-84		-80	-86	-78	-66	-74	-96	-90	-90	-86		-72	-92	-90	-92						-94	-94	-96			-82		-76																																														south
-58	-76	-88	-88	-70	-64	-68	-86	-88	-56	-80		-82	-86	-74	-66	-78	-96	-90	-92	-90		-74		-88	-92	-90		-96			-94	-96				-88		-78	-96																																													south
-66	-76	-86	-90	-64	-68	-64	-86	-88	-60	-82		-76	-86	-74	-68	-78	-96	-90		-84		-70		-90	-94	-92		-96	-96		-94	-94				-86		-80	-94																																													south
-58	-84	-88	-94	-70	-72	-62	-86	-86	-64	-84		-82	-86	-78	-70	-76	-96	-90	-86	-90		-64		-92	-94	-86					-94	-92				-80		-74	-96	-62																																												south
-58	-76	-86	-90	-70	-62	-62	-86	-88	-60	-78		-78	-86	-78	-66	-76	-96	-88	-90	-90		-74	-90	-92	-94						-92	-96	-96			-84		-74	-94	-64	-94																																											south
-58	-76	-86	-88	-64	-70	-64	-86	-88	-58	-82		-80	-88	-78	-64	-76	-94	-88	-86	-86		-78		-92	-94						-94	-94				-86		-74	-96	-62	-96																																											south
-70	-84	-88	-88	-70	-70	-56	-86	-88	-58	-82		-78	-88	-76	-64	-78	-96	-90	-88	-90		-84	-96	-92	-92						-94	-94	-96			-92		-74	-96		-96																																											south
-58	-78	-86	-96	-68	-64	-58	-90	-88	-60	-84		-74	-86	-76	-66	-76	-96	-90	-88	-84		-88		-90	-92						-96	-94	-96			-88		-72	-94		-96																																											south
-64	-86	-88	-92	-62	-68	-62	-80	-86	-58	-80		-76	-80	-76	-64	-74	-96	-88	-94	-94		-72	-94	-90	-94						-94	-94		-96		-92		-72	-96		-96																																											south
-64	-82	-88	-90	-68	-62	-54	-88	-88	-60	-82		-80	-84	-78	-64	-74	-94	-92	-88	-90		-76	-90	-92	-90						-96	-92						-70	-94	-56	-96																																											south
-58	-80	-90	-92	-68	-62	-62	-82	-86	-58	-80		-78		-78	-64	-72	-92	-92	-88	-90		-62	-92	-90	-96				-94		-94	-94				-94		-72	-94	-72	-96																																											south
-68	-82	-86	-92	-62	-62	-56	-88	-86	-58	-86		-82	-84	-78	-64	-76	-92	-90	-88	-84		-56	-94	-90					-94		-94	-96				-92		-72	-92	-62	-92																																											south
-66	-80	-88	-88	-66	-64	-70	-94	-86	-56	-82		-84	-84	-78	-66	-72	-96	-88		-88		-64	-94	-90	-90	-92					-92	-96				-90		-72	-92	-78																																												south
-70	-86	-90	-94	-66	-66	-62	-80	-86	-56	-84		-78		-76	-72	-74	-92	-88	-90	-82		-72	-94	-90	-92	-88					-94	-94				-92		-74	-96	-54																																												south
-60	-82	-88	-90	-64	-70	-62	-90	-86	-64	-84		-78	-82	-76	-64	-74	-94	-88	-88	-92		-74	-90	-90	-94	-90					-94	-94				-90		-68	-92	-56																																												south
-60	-80	-88	-90	-68	-62	-58	-88	-88	-60	-80		-82	-84	-78	-66	-72	-90	-88	-88	-90		-72		-90	-94	-90					-94	-92				-90		-70	-94	-78																																												north
-58	-84		-82	-58	-58	-58	-94		-56	-82					-82	-76	-94																									-88		-90	-92				-92																																			north
-64	-80		-90	-56	-56	-60		-90	-64	-74		-88			-86	-76	-92					-62			-82	-84																-92	-92	-90	-92	-92	-94																																					north
-58	-80		-82	-56	-58	-64		-90	-68	-78					-84	-78	-92					-68			-80	-82																-92	-90	-92	-92			-96	-90																																			north
-58	-80		-84	-58	-58			-96	-60	-78		-86			-82	-80	-90					-76			-86	-80																-84	-94	-94	-92	-92		-94		-90	-90																																	north
-58	-82	-92	-90	-60	-58			-92	-64	-80		-88		-90	-80	-78	-92					-68			-82	-76																-90	-96	-90	-90	-90	-92	-96	-92	-88	-90																																	north
-54	-78		-80	-58	-58			-92	-64	-82		-88		-90	-82	-80						-72			-86	-78																-90	-90	-90	-90	-90			-92	-90	-92			-88																														north
-56	-80		-84	-58	-58			-92	-68	-80		-86			-86	-82	-94					-70			-80	-82																-90	-90	-92		-94	-94			-92	-92	-96					-90																											north
-64	-78		-80	-56	-56		-92	-90	-62	-78				-86	-86	-80	-92					-70			-82	-80																-86	-88	-92	-92	-92	-92			-88	-90		-92	-92	-96																					-92								north
-56	-78		-84	-58	-58		-96	-90	-58	-82		-86			-84	-80	-94					-74			-82	-80																-92	-90	-90	-96	-90	-92		-90	-90	-90	-96		-92	-96	-96	-92																											north
-54	-78		-90	-58	-58			-90	-60	-80		-88		-90	-82	-78	-92					-72			-86	-78																-90	-92	-92	-92	-92	-92	-96		-90	-90								-96																									north
-54	-80		-82	-58	-56		-94	-90	-60	-80		-86			-82	-82	-92					-62			-86	-84																-88	-90	-92	-94	-90	-92	-96		-90	-88	-96		-90	-96							-96																						north
-60	-78		-82	-56	-56		-94	-92	-60	-76		-88	-90	-90	-84	-82	-92					-78			-82	-80																-88	-90	-92	-92	-90	-94		-94	-88	-90			-92																														north
-54	-80		-82	-58	-58			-92	-60	-82		-90		-90	-80	-84	-94					-64			-82	-90																-88	-90	-92	-92	-90	-92	-96		-90	-92			-90			-94			-96																								north
-56	-80		-90	-58	-58		-94	-94	-60	-80		-88		-92	-82	-80	-94					-74			-80																	-84	-92	-92	-92	-90	-92			-90	-90			-94			-94	-84																										north
-66	-80		-88	-54	-52		-94	-90	-60	-82		-84			-82	-80	-92					-82			-80																	-86	-90	-92	-94	-92		-96	-92	-90	-90							-82	-96																									north
-66	-80		-82	-52	-54		-96	-92	-60	-78				-90	-80	-78	-92					-66			-80	-88																-84	-90	-90	-92	-96				-92	-88			-90			-92	-86		-96								-96																north
-56	-80		-80	-56	-58		-90		-60	-78		-84	-90	-92	-80	-80	-94					-66			-80	-80																-92	-92	-92	-92	-90		-96		-90	-90	-96	-92	-88			-90				-88																							north
-58	-80		-80	-56	-60		-94	-88	-60	-80		-88	-90	-90	-80	-80	-92					-68			-82	-84																-92	-90	-90	-92	-92	-92	-96	-92	-90	-88	-96	-90	-86			-92				-92																							north
-66	-80		-82	-58	-58			-90	-60	-76		-86		-90	-86	-82	-90					-72			-90	-84																-92	-90	-92	-90	-94	-92		-92	-92	-92		-90	-88			-88				-88																							north
-56	-80		-88	-56	-58			-92	-60	-80		-90		-90	-82	-78	-94					-66			-84	-80																-92	-88	-92	-92	-90	-94	-96		-92	-90		-88	-90							-88																							north
-56	-78		-88	-56	-56			-92	-60	-76				-90	-80	-78	-92					-66			-84	-80																-90	-90	-92	-94	-90	-94	-96		-92	-90	-96	-92	-90							-92																							north
-66	-78		-82	-56	-56		-92		-60	-80					-88	-82	-94					-72			-88	-90																-90	-92	-96	-90	-96	-94			-92	-90		-90	-90				-92			-94																							north
-58	-80		-82	-56	-56		-92		-60	-78		-90	-90		-84	-78	-92					-64			-90	-88																-92	-90		-92	-96	-94	-96	-90	-88	-90			-90						-96																								north
-58	-78		-88	-58	-56			-92	-60	-80		-88			-84	-80	-92					-64			-90	-76																-88	-90	-92	-96	-92	-94			-88	-90			-90																														north
-64	-80		-88	-56	-56				-58	-80		-88			-82	-78	-96					-68			-88	-90																-92	-92	-92	-92	-94	-92			-90	-90			-92								-96																						north
-58	-78		-82	-58	-58			-90	-60	-84		-84	-90		-84	-80	-92					-66			-88	-76																	-90	-92	-92	-92	-92			-88	-90			-94																														north
-64	-80		-82	-56	-56				-62	-82		-86			-84	-82	-92					-64			-90	-78																-90	-92	-92	-92	-92	-94	-96		-90	-90																																	north
-56	-78		-82	-56	-58			-90	-60	-80		-88		-92	-86	-80	-92					-70			-86	-80																-88	-92	-92	-92	-90	-94			-90	-90			-94																														north
-56	-78		-80	-54	-56			-90	-60	-76		-86				-82	-92					-66			-88	-88																-88	-90	-92	-92	-92	-94			-90	-90																																	north
-58	-90		-80	-58	-58		-94	-92	-60	-78		-88	-90	-90	-86	-82	-92					-64			-86	-86																-90	-88	-90	-94	-92	-92	-96		-90	-90	-96		-94								-96																						north
-66	-90		-82	-56	-58			-92	-60	-78		-90		-90	-86	-78	-90					-66			-86	-86																-90	-92	-92	-94	-92	-94			-90	-90			-92									-90																					north
-64	-80		-90	-58	-56			-92	-58	-80		-86	-90	-90	-82	-82	-92					-66			-86	-84																	-90	-92	-92	-92	-92			-90	-90			-90									-88																					north
-58	-78		-82	-58	-60		-92	-92	-60	-78		-90	-90		-84	-84	-94					-68			-84	-92																	-90	-92	-92	-92		-96		-90	-90			-88									-86																					north
-64	-80		-82	-58	-56		-92	-92	-62	-78		-90			-88	-80	-92					-66			-88	-90																	-90	-94	-92	-90	-92	-96	-94	-90	-88			-92									-92																					north
-64	-80		-84	-56	-60		-92	-90	-62	-76		-88			-86	-78	-92					-68			-86	-80																	-90	-92	-88	-94	-92	-96		-90	-90			-92									-88																					north
-64	-80		-84	-58	-58		-92	-90	-62	-76		-90		-92	-82	-78	-94					-64			-88	-76																	-90	-90	-90	-90	-94			-90	-88			-94									-84																					north
-56	-80		-84	-56	-58			-92	-60	-80					-80	-82	-92					-62			-82	-82																	-90	-96	-90	-90	-92			-90	-88												-86																					north
-64	-80		-94	-58	-58		-92	-92	-58	-78		-90		-90	-86	-78	-94					-64				-84																	-90	-92	-90	-92	-94			-88	-90	-96											-82																					north
-56	-80		-82	-58	-58		-94	-90	-60	-76					-82	-78	-92					-66			-86	-84																	-90	-90	-90	-92	-94			-92	-90												-80								-96													north
-64	-80		-82	-56	-58		-92	-92	-62	-76		-88		-90	-86	-80	-92					-74			-86	-82																	-92	-92	-90	-90	-94			-88	-88												-84	-94																				north
-58	-80		-80	-58	-58		-92	-90	-60	-76		-94		-90	-84	-78	-92					-74			-86	-88																	-90	-90	-90	-90	-92			-90	-90												-88	-92																				north
-56	-80		-82	-58	-56		-94	-92	-60	-78		-86			-82	-80	-92					-76			-84	-80																	-90	-92	-90	-92	-94		-92	-88	-86												-84	-94																				north
-58	-80	-88	-82	-56	-56			-92	-62	-78				-90	-84	-78	-90					-70				-82																	-88	-92	-92	-90	-94		-94	-92	-90	-96											-86	-90													-86							north
-66	-82		-82	-56	-56			-92	-60	-78		-86		-90	-86	-80	-94					-70			-84	-74																	-92		-92	-92				-88	-92	-96											-88	-94																				north
-56	-90		-82	-58	-56			-92	-60	-78		-92		-88	-84	-80						-70			-86	-84																	-90	-92	-90	-92	-94			-90	-96	-96											-84	-94																				north
-54	-80		-80	-56	-58			-90	-60	-76		-86		-92	-80	-82						-66			-86	-80																	-92	-92	-92	-92		-94		-92	-90												-86	-90																				north
-66	-90		-86	-56	-56		-94	-92	-60	-76		-90			-86	-82	-94					-70			-86	-86																	-90	-94	-92		-92			-90	-90												-86																					north
-66	-90		-82	-54	-56			-92	-60	-78		-90			-86	-80	-94					-66			-86	-82																	-96	-92	-92	-92	-92	-94		-88	-88	-94										-96	-86																					north
-66	-78		-86	-58	-58				-64	-76		-88				-80	-96					-66			-88	-82																	-92	-92	-94	-92	-94	-96	-92	-90	-90	-96										-96	-82																					north
-66	-80		-82	-56	-56			-92	-62	-76				-88	-84	-78	-92					-72			-86	-90																	-88	-94	-92	-92	-92			-90	-88	-94											-88																					north
-56	-82	-96	-80	-58	-60			-92	-60	-76		-86			-84	-78	-96					-72			-88	-88																	-90	-92	-90	-94	-92			-92	-90												-86		-92																			north
-66	-80		-86	-58	-58			-92	-60	-78				-92	-84	-80	-94					-70			-88	-82																	-90	-94	-90	-92	-92	-96		-88	-88				-96								-84																					north
-58	-90		-80	-56	-60				-60	-74		-86			-84	-80	-94					-76			-84	-80																	-90	-92	-92	-94	-94			-88	-90												-84		-94	-90			-96															north
-58	-78		-88	-58	-58		-92	-92	-62	-76		-86		-90	-84		-94					-68			-86	-90																	-90	-92	-94	-92	-94	-96		-94	-88												-84		-94	-82	-84																	north
-56	-90		-86	-56	-58			-90	-60	-76		-86			-86	-80	-92					-70			-86	-86																	-90	-96	-90	-92	-94			-90	-90												-84		-96	-88																		north
-58	-80		-86	-56	-58				-60	-76				-88	-84	-80						-66				-84																	-90	-92	-90	-94	-94	-96		-90	-92	-94			-96								-88		-94	-88																		north
-56	-88		-80	-56	-56			-92	-62	-76		-90			-82	-78	-92					-74			-86	-84																	-92	-94	-92		-94			-90	-90												-84			-86																		north
-66	-80		-82	-54	-56			-90	-62	-80		-86		-90	-84	-82	-92					-82			-86	-76																	-92	-92	-92	-94				-90	-90												-90																					north
-58	-80		-86	-58	-56			-90	-60	-76					-84	-80	-92					-88			-84	-84																	-90	-92	-92	-92	-94	-96		-88	-88											-96	-84			-86																		north
-66	-82		-80	-58	-58		-94	-92	-60	-80		-90		-90	-80	-78	-92					-86			-82	-80																	-90	-96	-92	-92	-92	-96		-88	-86	-96											-84			-88																		north
-56	-82		-86	-56	-58		-94	-92	-60	-76		-86		-88	-86	-78	-94					-86			-84	-84																	-90	-94	-92		-96	-96		-88	-90				-96							-94	-84			-84																		north
-66	-80		-82	-56	-58		-94	-90	-60	-78		-88		-88	-84	-82						-86			-82	-90																	-94	-92	-92					-88	-90											-96	-84			-84																		north
-66	-80		-80	-56	-58		-92	-94	-60	-78		-94		-90	-80	-82	-94					-86			-84																		-92	-92	-90	-92	-94			-88	-90												-86			-84																		north
-66	-82		-86	-56	-58			-92	-60	-82		-90			-84	-80	-96					-86			-84	-88																	-92	-92	-90	-96	-92			-92	-92	-96											-82			-86		-96	-96															north
-68	-80		-88	-54	-56		-92	-88	-64	-82		-88		-90	-82	-82	-92					-88			-84	-82																	-90	-94	-90		-92			-90	-90											-92	-88			-82				-90	-96													north
-64	-80		-88	-56	-58		-92		-60	-76		-92		-90	-82	-80	-94			-94		-70			-84	-82																	-90	-92	-90	-92	-92			-90	-90	-96								-96		-94	-84			-88				-84														north
-64	-80		-86	-58	-58		-92	-90	-62	-78		-88			-84	-78						-68			-84	-84																	-90		-92	-92		-96		-88	-88	-96											-82			-88				-94														north
-58	-82		-86	-60	-58			-92	-60	-76		-86			-80	-82	-96					-76			-84	-86																	-92	-92	-90	-92				-92	-88												-84			-90				-90		-84												north
-64	-78		-88	-58	-58		-92	-90	-62	-78				-90	-80	-82	-94					-76			-80																		-90	-92	-90	-92	-92			-90	-88											-96	-84			-88				-92		-70						-94						north
-56	-80		-82	-62	-58			-92	-60	-80						-78						-72			-82																		-92	-92	-92	-90				-94	-92											-94	-84			-84						-80	-90						-82	-96				north
-56	-82		-88	-56	-58		-92	-92	-60	-76		-88		-90	-82	-80	-94					-64			-80																		-90	-96	-92	-92		-96		-90	-88											-92	-86			-84						-80												north
-58	-80		-80	-62	-58		-90	-92	-60	-78		-86			-82	-80	-92					-72			-80																		-90	-88	-92	-90	-94	-94		-90	-90				-96								-84			-90						-72												north
-64	-80		-82	-60	-60				-60	-78		-88			-82	-78						-64			-84																		-92	-92	-90	-94				-90	-88				-96								-90			-84						-74									-96	-96	-88	north
-64	-80		-84	-58	-56		-96		-60	-76					-84	-80	-92					-64			-84																		-90	-96	-92	-92		-94		-90	-90												-82			-86						-72												north
-56	-78		-86	-58	-58		-92		-62	-76				-88	-80	-78	-90					-76			-84																		-92	-92	-90	-92	-94	-96		-92	-88	-96											-82			-84						-72		-76										north
-56	-80		-86	-58	-58	-64	-92	-92	-58	-78		-88		-88	-84	-82	-90					-78																					-90	-92	-90	-92		-92	-94	-90	-88												-86			-82						-78		-72										south
-66	-82	-86	-86	-64	-70	-68	-86	-88	-62	-84	-92	-78	-86	-74	-70	-76			-90	-86			-92																																																													south
-66	-80	-86	-92	-64	-68	-68	-92	-90	-64	-84	-92	-84	-86	-78	-68	-74	-94	-90	-92	-90	-96	-80	-92	-92	-90																																																											south
-64	-76	-86	-88	-64	-64	-70	-86	-88	-62	-80	-92	-80	-88	-78	-62	-74	-96		-94		-94	-86	-92	-90	-92	-90																																																	-96									south
-64	-80	-88	-92	-64	-64	-68	-88	-88	-62	-84	-90	-78	-86	-76	-62	-74		-90	-86	-86	-94		-92	-90			-94																																																									south
-64	-80	-86	-90	-68	-64	-72	-90	-90	-62	-80	-90	-78	-88	-78	-64	-74	-94	-88	-92	-94	-94	-92	-92	-92	-92	-94	-92	-96																																																								south
-64	-84	-86	-88	-64	-64	-56	-84	-88	-62	-80	-90	-84	-86	-78	-62	-74		-88	-86	-90	-94	-90		-90			-94																																																									south
-66	-78	-86	-92	-64	-70	-58	-86	-86	-60	-84	-92	-76	-88	-76	-62	-74	-94	-88	-88	-92	-94	-90		-90	-92		-94		-94																																																							south
