1495899895	b8:69:c2:4c:e7:82	-84	north	
1495899895	d0:03:4b:17:2e:32	-88	north	
1495899895	08:66:98:e6:f3:3f	-54	north	
1495899895	d7:ab:2a:70:b1:f6	-80	north	
1495899895	13:2e:ef:7f:0c:29	-58	north	
1495899895	13:2e:ef:7f:0c:29	-58	north	
1495899896	d0:4f:7e:0c:3d:05	-96	north	
1495899896	08:66:98:e6:f3:3f	-58	north	
1495899896	00:07:80:a3:98:39	-86	north	
1495899896	13:2e:ef:7f:0c:29	-56	north	
1495899896	79:2c:f2:03:cc:2a	-84	north	
1495899896	d0:03:4b:17:2e:32	-90	north	
1495899896	2c:b4:3a:1a:47:3d	-78	north	
1495899896	ee:8e:61:69:cb:da	-82	north	
1495899896	79:2c:f2:03:cc:2a	-86	north	
1495899896	13:2e:ef:7f:0c:29	-56	north	
1495899896	1f:c6:94:f3:76:9d	-92	north	
1495899896	d7:ab:2a:70:b1:f6	-90	north	
1495899896	08:66:98:e6:f3:3f	-56	north	
1495899896	13:2e:ef:7f:0c:29	-58	north	
1495899896	79:2c:f2:03:cc:2a	-84	north	
1495899896	c0:97:27:13:31:75	-66	north	
1495899896	ee:8e:61:69:cb:da	-82	north	
1495899896	01:f1:65:db:ba:6e	-88	north	
1495899896	ee:8e:61:69:cb:da	-86	north	
1495899896	c0:97:27:13:31:75	-66	north	
1495899896	2c:b4:3a:1a:47:3d	-76	north	
1495899896	c0:97:27:13:31:75	-66	north	
1495899897	08:66:98:e6:f3:3f	-58	north	
1495899897	13:2e:ef:7f:0c:29	-58	north	
1495899897	d7:ab:2a:70:b1:f6	-82	north	
1495899897	d7:ab:2a:70:b1:f6	-78	north	
1495899897	ee:8e:61:69:cb:da	-80	north	
1495899897	c0:97:27:13:31:75	-66	north	
1495899897	47:91:1a:0e:94:0e	-60	north	
1495899897	08:66:98:e6:f3:3f	-58	north	
1495899897	d7:ab:2a:70:b1:f6	-82	north	
1495899897	47:91:1a:0e:94:0e	-60	north	
1495899897	13:2e:ef:7f:0c:29	-58	north	
1495899897	ee:8e:61:69:cb:da	-80	north	
1495899898	47:91:1a:0e:94:0e	-62	north	
1495899898	2c:b4:3a:1a:47:3d	-76	north	
1495899898	79:2c:f2:03:cc:2a	-84	north	
1495899898	6c:94:f8:e3:3a:ca	-90	north	
1495899898	ee:8e:61:69:cb:da	-88	north	
1495899898	08:66:98:e6:f3:3f	-58	north	
1495899898	13:2e:ef:7f:0c:29	-58	north	
1495899898	ee:8e:61:69:cb:da	-82	north	
1495899898	d7:ab:2a:70:b1:f6	-80	north	
1495899898	79:2c:f2:03:cc:2a	-86	north	
1495899898	2c:b4:3a:1a:47:3d	-78	north	
1495899898	ee:8e:61:69:cb:da	-82	north	
1495899898	c0:97:27:13:31:75	-56	north	
1495899898	13:2e:ef:7f:0c:29	-56	north	
1495899899	c0:97:27:13:31:75	-56	north	
1495899899	79:2c:f2:03:cc:2a	-84	north	
1495899899	d7:ab:2a:70:b1:f6	-90	north	
1495899899	d7:ab:2a:70:b1:f6	-80	north	
1495899899	08:66:98:e6:f3:3f	-58	north	
1495899899	1f:c6:94:f3:76:9d	-94	north	
1495899899	2c:b4:3a:1a:47:3d	-76	north	
1495899899	08:66:98:e6:f3:3f	-56	north	
1495899899	13:2e:ef:7f:0c:29	-58	north	
1495899899	ee:8e:61:69:cb:da	-82	north	
1495899899	47:91:1a:0e:94:0e	-58	north	
1495899899	d0:03:4b:17:2e:32	-90	north	
1495899899	01:f1:65:db:ba:6e	-88	north	
1495899899	ee:8e:61:69:cb:da	-86	north	
1495899899	d7:ab:2a:70:b1:f6	-82	north	
1495899899	08:66:98:e6:f3:3f	-56	north	
1495899899	47:91:1a:0e:94:0e	-60	north	
1495899900	2c:b4:3a:1a:47:3d	-78	north	
1495899900	13:2e:ef:7f:0c:29	-58	north	
1495899900	98:d6:bb:25:ad:01	-92	north	
1495899900	ee:8e:61:69:cb:da	-88	north	
1495899900	d7:ab:2a:70:b1:f6	-82	north	
1495899900	d7:ab:2a:70:b1:f6	-80	north	
1495899900	ee:8e:61:69:cb:da	-82	north	
1495899900	2c:b4:3a:1a:47:3d	-78	north	
1495899900	01:f1:65:db:ba:6e	-90	north	
1495899900	13:2e:ef:7f:0c:29	-56	north	
1495899900	79:2c:f2:03:cc:2a	-88	north	
1495899900	d7:ab:2a:70:b1:f6	-92	north	
1495899900	ee:8e:61:69:cb:da	-88	north	
1495899901	c0:97:27:13:31:75	-58	north	
1495899901	d7:ab:2a:70:b1:f6	-82	north	
1495899901	08:66:98:e6:f3:3f	-56	north	
1495899901	13:2e:ef:7f:0c:29	-58	north	
1495899901	01:f1:65:db:ba:6e	-90	north	
1495899901	ee:8e:61:69:cb:da	-82	north	
1495899901	13:2e:ef:7f:0c:29	-58	north	
1495899901	c0:97:27:13:31:75	-58	north	
1495899901	df:31:a7:d4:1a:00	-82	north	
1495899901	ee:8e:61:69:cb:da	-86	north	
1495899901	d0:03:4b:17:2e:32	-88	north	
1495899901	c0:97:27:13:31:75	-58	north	
1495899901	47:91:1a:0e:94:0e	-62	north	
1495899901	ee:8e:61:69:cb:da	-82	north	
1495899901	d7:ab:2a:70:b1:f6	-80	north	
1495899901	c0:97:27:13:31:75	-58	north	
1495899901	08:66:98:e6:f3:3f	-56	north	
1495899901	d7:ab:2a:70:b1:f6	-78	north	
1495899901	13:2e:ef:7f:0c:29	-58	north	
1495899901	47:91:1a:0e:94:0e	-60	north	
1495899901	2c:b4:3a:1a:47:3d	-78	north	
1495899901	c0:97:27:13:31:75	-58	north	
1495899901	01:f1:65:db:ba:6e	-90	north	
1495899901	ee:8e:61:69:cb:da	-88	north	
1495899902	60:03:08:cb:f6:48	-94	north	
1495899902	79:2c:f2:03:cc:2a	-86	north	
1495899902	ee:8e:61:69:cb:da	-82	north	
1495899902	d7:ab:2a:70:b1:f6	-78	north	
1495899902	ee:8e:61:69:cb:da	-88	north	
1495899902	d7:ab:2a:70:b1:f6	-90	north	
1495899902	79:2c:f2:03:cc:2a	-84	north	
1495899902	d7:ab:2a:70:b1:f6	-82	north	
1495899902	08:66:98:e6:f3:3f	-54	north	
1495899902	2c:b4:3a:1a:47:3d	-78	north	
1495899902	d0:03:4b:17:2e:32	-92	north	
1495899902	79:2c:f2:03:cc:2a	-84	north	
1495899902	e3:3a:0e:40:fa:90	-86	north	
1495899902	ee:8e:61:69:cb:da	-82	north	
1495899902	ee:8e:61:69:cb:da	-88	north	
1495899902	13:2e:ef:7f:0c:29	-56	north	
1495899902	01:f1:65:db:ba:6e	-90	north	
1495899902	08:66:98:e6:f3:3f	-58	north	
1495899903	13:2e:ef:7f:0c:29	-58	north	
1495899903	d7:ab:2a:70:b1:f6	-80	north	
1495899903	2c:b4:3a:1a:47:3d	-78	north	
1495899903	d0:03:4b:17:2e:32	-90	north	
1495899903	01:f1:65:db:ba:6e	-90	north	
1495899903	ee:8e:61:69:cb:da	-86	north	
1495899903	c0:97:27:13:31:75	-66	north	
1495899903	01:f1:65:db:ba:6e	-90	north	
1495899903	08:66:98:e6:f3:3f	-58	north	
1495899903	13:2e:ef:7f:0c:29	-56	north	
1495899903	d7:ab:2a:70:b1:f6	-80	north	
1495899903	ce:fc:9c:56:84:6a	-90	north	
1495899903	c0:97:27:13:31:75	-66	north	
1495899903	d7:ab:2a:70:b1:f6	-92	north	
1495899903	08:66:98:e6:f3:3f	-56	north	
1495899903	47:91:1a:0e:94:0e	-62	north	
1495899903	ee:8e:61:69:cb:da	-82	north	
1495899903	c0:97:27:13:31:75	-66	north	
1495899903	47:91:1a:0e:94:0e	-60	north	
1495899904	79:2c:f2:03:cc:2a	-84	north	
1495899904	14:bb:6e:b0:c5:aa	-92	north	
1495899904	ee:8e:61:69:cb:da	-86	north	
1495899904	13:2e:ef:7f:0c:29	-58	north	
1495899904	d7:ab:2a:70:b1:f6	-80	north	
